語句,読み,意味,語源等解説,関連語,関連分野,難易度
We need to reduce the amount of pollution in the air .,,私たちは空気中の汚染物質の量を減らす必要があります,,,Protecting Our Environment,中級
Water pollution is another major concern .,,水質汚染も大きな懸念事項です,,,Protecting Our Environment,中級
Clean water is essential for life .,,きれいな水は生命に不可欠です,,,Protecting Our Environment,中級
"We use water for drinking cooking and washing . ,",,私たちは飲む、料理する、洗うために水を使います,,,Protecting Our Environment,中級
But many rivers lakes and oceans are polluted .,,しかし多くの川、湖、海が汚染されています,,,Protecting Our Environment,中級
Factories sometimes dump waste into rivers .,,工場は時々廃棄物を川に捨てます,,,Protecting Our Environment,中級
Farmers use chemicals on crops that wash into streams .,,農家は作物に使用する化学物質が小川に流れ込みます,,,Protecting Our Environment,中級
Plastic waste is a huge problem in our oceans .,,プラスチックごみは海で大きな問題です,,,Protecting Our Environment,中級
Every year millions of tons of plastic enter the sea .,,毎年何百万トンものプラスチックが海に入ります,,,Protecting Our Environment,中級
Sea turtles dolphins and whales often eat plastic by mistake .,,ウミガメ、イルカ、クジラはしばしば誤ってプラスチックを食べます,,,Protecting Our Environment,中級
This plastic can kill them .,,このプラスチックは彼らを殺すことがあります,,,Protecting Our Environment,中級
Fish that eat small plastic pieces can also harm humans .,,小さなプラスチック片を食べる魚は人間にも害を及ぼす可能性があります,,,Protecting Our Environment,中級
When we eat these fish the plastic enters our bodies .,,これらの魚を食べると私たちの体にプラスチックが入ります,,,Protecting Our Environment,中級
Forests are disappearing at an alarming rate .,,森林は驚くべき速度で消えています,,,Protecting Our Environment,中級
Every minute an area of forest the size of forty football fields is cut down .,,毎分、40個のサッカー場の大きさの森林地域が切り倒されています,,,Protecting Our Environment,中級
People cut down trees to make space for farms and cities .,,人々は農場や都市のためのスペースを作るために木を切り倒します,,,Protecting Our Environment,中級
"They also use wood for building and making paper . ,",,彼らはまた建築や紙を作るために木材を使います,,,Protecting Our Environment,中級
But forests are the lungs of our planet .,,しかし森林は私たちの惑星の肺です,,,Protecting Our Environment,中級
Trees absorb carbon dioxide and produce oxygen .,,木は二酸化炭素を吸収し酸素を生産します,,,Protecting Our Environment,中級
Without trees there would be less oxygen to breathe .,,木がなければ吸う酸素が少なくなります,,,Protecting Our Environment,中級
Forests also provide homes for countless animals .,,森林はまた無数の動物の家を提供します,,,Protecting Our Environment,中級
Monkeys birds insects and many other creatures live in trees .,,サル、鳥、昆虫、その他多くの生き物が木に住んでいます,,,Protecting Our Environment,中級
When forests are destroyed these animals lose their homes .,,森林が破壊されるとこれらの動物は家を失います,,,Protecting Our Environment,中級
Many species are becoming extinct because of deforestation .,,多くの種が森林破壊のために絶滅しつつあります,,,Protecting Our Environment,中級
Climate change is perhaps the biggest environmental challenge .,,気候変動はおそらく最大の環境課題です,,,Protecting Our Environment,中級
The Earth's temperature is rising .,,地球の温度は上昇しています,,,Protecting Our Environment,中級
This is called global warming .,,これは地球温暖化と呼ばれます,,,Protecting Our Environment,中級
Human activities are the main cause .,,人間の活動が主な原因です,,,Protecting Our Environment,中級
When we burn coal oil and gas we release greenhouse gases .,,石炭、石油、ガスを燃やすと温室効果ガスを放出します,,,Protecting Our Environment,中級
These gases trap heat in the atmosphere .,,これらのガスは大気中に熱を閉じ込めます,,,Protecting Our Environment,中級
As a result the planet gets warmer .,,その結果、惑星は温かくなります,,,Protecting Our Environment,中級
Even a small temperature increase can cause big problems .,,わずかな温度上昇でも大きな問題を引き起こす可能性があります,,,Protecting Our Environment,中級
Ice at the North and South Poles is melting .,,北極と南極の氷が溶けています,,,Protecting Our Environment,中級
This melting ice causes sea levels to rise .,,この溶ける氷は海面を上昇させます,,,Protecting Our Environment,中級
Some islands and coastal cities may be underwater in the future .,,一部の島や沿岸都市は将来水没する可能性があります,,,Protecting Our Environment,中級
Climate change also affects weather patterns .,,気候変動はまた天候パターンに影響します,,,Protecting Our Environment,中級
We are seeing more extreme weather events .,,私たちはより極端な気象現象を見ています,,,Protecting Our Environment,中級
Hurricanes floods and droughts are becoming more common .,,ハリケーン、洪水、干ばつがより一般的になっています,,,Protecting Our Environment,中級
These disasters destroy homes and kill people .,,これらの災害は家を破壊し人々を殺します,,,Protecting Our Environment,中級
The good news is that we can help solve these problems .,,良いニュースは私たちがこれらの問題を解決するのを助けることができるということです,,,Protecting Our Environment,中級
Every person can make a difference .,,すべての人が違いを生むことができます,,,Protecting Our Environment,中級
We can start by reducing reusing and recycling .,,私たちは削減、再利用、リサイクルから始めることができます,,,Protecting Our Environment,中級
Reduce means using less .,,削減とはより少なく使うことを意味します,,,Protecting Our Environment,中級
We should buy only what we need .,,必要なものだけを買うべきです,,,Protecting Our Environment,中級
We can turn off lights when leaving a room .,,部屋を出るときに明かりを消すことができます,,,Protecting Our Environment,中級
We should take shorter showers to save water .,,水を節約するためにより短いシャワーを浴びるべきです,,,Protecting Our Environment,中級
Reuse means using things more than once .,,再利用とは物を一度以上使うことを意味します,,,Protecting Our Environment,中級
Instead of throwing away plastic bags we can use them again .,,ビニール袋を捨てる代わりに再び使うことができます,,,Protecting Our Environment,中級
We can bring our own shopping bags to the store .,,店に自分の買い物袋を持っていくことができます,,,Protecting Our Environment,中級
Old clothes can be given to someone else .,,古い服は他の誰かに渡すことができます,,,Protecting Our Environment,中級
Recycle means turning old materials into new products .,,リサイクルとは古い材料を新しい製品に変えることを意味します,,,Protecting Our Environment,中級
Paper plastic glass and metal can all be recycled .,,紙、プラスチック、ガラス、金属はすべてリサイクルできます,,,Protecting Our Environment,中級
We should separate our trash and put recyclables in the right bins .,,ごみを分別しリサイクル可能なものを正しい容器に入れるべきです,,,Protecting Our Environment,中級
How we travel also affects the environment .,,私たちがどのように移動するかも環境に影響します,,,Protecting Our Environment,中級
Cars produce a lot of pollution .,,車は多くの汚染を生み出します,,,Protecting Our Environment,中級
Walking and cycling are much better for the planet .,,歩くことと自転車に乗ることは惑星にとってずっと良いです,,,Protecting Our Environment,中級
They also keep us healthy and fit .,,それらはまた私たちを健康で元気に保ちます,,,Protecting Our Environment,中級
If the distance is too far we can use public transportation .,,距離が遠すぎる場合は公共交通機関を利用できます,,,Protecting Our Environment,中級
This means less pollution per person .,,これは一人当たりの汚染が少ないことを意味します,,,Protecting Our Environment,中級
Some people are buying electric cars .,,電気自動車を買う人もいます,,,Protecting Our Environment,中級
These cars do not burn gasoline so they produce less pollution .,,これらの車はガソリンを燃やさないので汚染が少ないです,,,Protecting Our Environment,中級
Saving energy is another important way to help .,,エネルギーを節約することも助けるもう一つの重要な方法です,,,Protecting Our Environment,中級
Most of our electricity comes from burning coal and gas .,,私たちの電気のほとんどは石炭とガスを燃やすことから来ます,,,Protecting Our Environment,中級
This releases greenhouse gases .,,これは温室効果ガスを放出します,,,Protecting Our Environment,中級
If we use less electricity power plants burn less fuel .,,より少ない電気を使えば発電所はより少ない燃料を燃やします,,,Protecting Our Environment,中級
We can turn off computers and TVs when not using them .,,使っていないときはコンピューターやテレビを消すことができます,,,Protecting Our Environment,中級
We should unplug chargers when our devices are fully charged .,,デバイスが完全に充電されたら充電器を抜くべきです,,,Protecting Our Environment,中級
Using energy-efficient light bulbs also helps .,,省エネ電球を使うことも助けになります,,,Protecting Our Environment,中級
Solar panels and wind turbines provide clean energy .,,ソーラーパネルと風力タービンはクリーンエネルギーを提供します,,,Protecting Our Environment,中級
More homes and buildings are using renewable energy .,,より多くの家や建物が再生可能エネルギーを使っています,,,Protecting Our Environment,中級
Planting trees is one of the best things we can do .,,木を植えることは私たちができる最良のことの一つです,,,Protecting Our Environment,中級
Trees clean the air by absorbing carbon dioxide .,,木は二酸化炭素を吸収することで空気をきれいにします,,,Protecting Our Environment,中級
They also provide shade and beauty .,,それらはまた日陰と美しさを提供します,,,Protecting Our Environment,中級
Many schools and communities organize tree-planting events .,,多くの学校やコミュニティが植樹イベントを開催します,,,Protecting Our Environment,中級
Young people can join these activities .,,若者たちはこれらの活動に参加できます,,,Protecting Our Environment,中級
Even planting one tree makes a difference .,,一本の木を植えるだけでも違いを生みます,,,Protecting Our Environment,中級
Protecting our environment is everyone's responsibility .,,私たちの環境を守ることは全員の責任です,,,Protecting Our Environment,中級
We cannot wait for others to solve these problems .,,他の人がこれらの問題を解決するのを待つことはできません,,,Protecting Our Environment,中級
Each of us must take action now .,,私たち一人一人が今行動を起こさなければなりません,,,Protecting Our Environment,中級
Small changes in our daily lives can add up to big results .,,私たちの日常生活の小さな変化が大きな結果につながることがあります,,,Protecting Our Environment,中級
When millions of people make small changes together .,,何百万人もの人々が一緒に小さな変化を起こすとき,,,Protecting Our Environment,中級
The impact becomes enormous .,,その影響は莫大になります,,,Protecting Our Environment,中級
We have only one Earth .,,私たちには一つの地球しかありません,,,Protecting Our Environment,中級
We must take care of it for ourselves .,,私たち自身のためにそれを大切にしなければなりません,,,Protecting Our Environment,中級
We must also protect it for future generations .,,また将来の世代のためにそれを守らなければなりません,,,Protecting Our Environment,中級
Our children and grandchildren deserve a clean healthy planet .,,私たちの子供や孫はきれいで健康な惑星を受け取る権利があります,,,Protecting Our Environment,中級
Together we can make a difference .,,一緒に私たちは違いを生むことができます,,,Protecting Our Environment,中級
Let us start today .,,今日から始めましょう,,,Protecting Our Environment,中級
The food we eat also affects the environment .,,私たちが食べる食べ物も環境に影響します,,,Protecting Our Environment,中級
Meat production uses a lot of water and land .,,肉の生産は多くの水と土地を使います,,,Protecting Our Environment,中級
It also produces greenhouse gases .,,それはまた温室効果ガスを生み出します,,,Protecting Our Environment,中級
Eating more vegetables and less meat helps the planet .,,より多くの野菜とより少ない肉を食べることは惑星を助けます,,,Protecting Our Environment,中級
Local food is better than imported food .,,地元の食べ物は輸入食品より良いです,,,Protecting Our Environment,中級
Imported food travels long distances by plane or ship .,,輸入食品は飛行機や船で長距離を移動します,,,Protecting Our Environment,中級
This transportation burns fuel and creates pollution .,,この輸送は燃料を燃やし汚染を生み出します,,,Protecting Our Environment,中級
Buying food from local farmers reduces this pollution .,,地元の農家から食べ物を買うことはこの汚染を減らします,,,Protecting Our Environment,中級
We should also avoid wasting food .,,私たちはまた食べ物を無駄にすることを避けるべきです,,,Protecting Our Environment,中級
Millions of tons of food are thrown away every year .,,毎年何百万トンもの食べ物が捨てられています,,,Protecting Our Environment,中級
This wasted food ends up in landfills .,,この無駄になった食べ物は埋立地に行き着きます,,,Protecting Our Environment,中級
When food rots it produces methane gas .,,食べ物が腐るとメタンガスを生成します,,,Protecting Our Environment,中級
Methane is a very powerful greenhouse gas .,,メタンは非常に強力な温室効果ガスです,,,Protecting Our Environment,中級
We can plan our meals carefully to avoid waste .,,無駄を避けるために食事を慎重に計画できます,,,Protecting Our Environment,中級
Leftovers can be saved and eaten the next day .,,残り物は保存して翌日食べることができます,,,Protecting Our Environment,中級
Schools play an important role in environmental education .,,学校は環境教育において重要な役割を果たします,,,Protecting Our Environment,中級
Students can learn about environmental issues in class .,,生徒は授業で環境問題について学ぶことができます,,,Protecting Our Environment,中級
They can participate in recycling programs at school .,,学校でリサイクルプログラムに参加できます,,,Protecting Our Environment,中級
Many schools have environmental clubs .,,多くの学校には環境クラブがあります,,,Protecting Our Environment,中級
These clubs organize activities like beach cleanups .,,これらのクラブはビーチの清掃などの活動を組織します,,,Protecting Our Environment,中級
Students can also start school gardens .,,生徒はまた学校菜園を始めることができます,,,Protecting Our Environment,中級
Growing vegetables teaches students about nature .,,野菜を育てることは生徒に自然について教えます,,,Protecting Our Environment,中級
It also provides fresh healthy food .,,それはまた新鮮で健康的な食べ物を提供します,,,Protecting Our Environment,中級
Governments and businesses must also take responsibility .,,政府と企業も責任を取らなければなりません,,,Protecting Our Environment,中級
Governments can make laws to protect the environment .,,政府は環境を守るための法律を作ることができます,,,Protecting Our Environment,中級
They can set limits on pollution .,,汚染に制限を設けることができます,,,Protecting Our Environment,中級
They can create protected areas where nature is safe .,,自然が安全な保護区域を作ることができます,,,Protecting Our Environment,中級
Companies should use cleaner production methods .,,企業はよりクリーンな生産方法を使うべきです,,,Protecting Our Environment,中級
They should reduce waste and recycle materials .,,廃棄物を減らし材料をリサイクルすべきです,,,Protecting Our Environment,中級
Some companies are already leading the way .,,一部の企業はすでに先頭に立っています,,,Protecting Our Environment,中級
They use renewable energy in their factories .,,工場で再生可能エネルギーを使っています,,,Protecting Our Environment,中級
They make products that last longer .,,より長持ちする製品を作ります,,,Protecting Our Environment,中級
They design products that can be easily recycled .,,簡単にリサイクルできる製品を設計します,,,Protecting Our Environment,中級
Environmental problems do not stop at borders .,,環境問題は国境で止まりません,,,Protecting Our Environment,中級
Pollution in one country can affect other countries .,,ある国の汚染は他の国々に影響を与える可能性があります,,,Protecting Our Environment,中級
Countries must work together to solve these problems .,,国々はこれらの問題を解決するために協力しなければなりません,,,Protecting Our Environment,中級
Many nations have signed agreements to reduce greenhouse gases .,,多くの国が温室効果ガスを削減する協定に署名しました,,,Protecting Our Environment,中級
They share technology and knowledge .,,技術と知識を共有しています,,,Protecting Our Environment,中級
They help poorer countries develop in sustainable ways .,,貧しい国々が持続可能な方法で発展するのを助けます,,,Protecting Our Environment,中級
Young people are leading the fight for the environment .,,若者たちは環境のための戦いを主導しています,,,Protecting Our Environment,中級
Around the world students are speaking out .,,世界中で生徒たちが声を上げています,,,Protecting Our Environment,中級
They are demanding that leaders take action .,,指導者たちに行動を起こすよう要求しています,,,Protecting Our Environment,中級
They understand that their future is at stake .,,自分たちの未来が危機に瀕していることを理解しています,,,Protecting Our Environment,中級
Young activists have inspired millions of people .,,若い活動家たちは何百万人もの人々を鼓舞しました,,,Protecting Our Environment,中級
They show us that one person can make a difference .,,一人の人間が違いを生むことができることを示しています,,,Protecting Our Environment,中級
Technology can help us protect the environment .,,技術は環境を守るのを助けることができます,,,Protecting Our Environment,中級
Scientists are developing new clean energy sources .,,科学者たちは新しいクリーンエネルギー源を開発しています,,,Protecting Our Environment,中級
They are finding ways to remove carbon dioxide from the air .,,空気から二酸化炭素を除去する方法を見つけています,,,Protecting Our Environment,中級
They are creating materials that break down naturally .,,自然に分解する材料を作成しています,,,Protecting Our Environment,中級
New apps help people track their environmental impact .,,新しいアプリは人々が環境への影響を追跡するのを助けます,,,Protecting Our Environment,中級
These tools show us how to live more sustainably .,,これらのツールはより持続可能に生きる方法を示します,,,Protecting Our Environment,中級
The ocean needs our protection too .,,海も私たちの保護を必要としています,,,Protecting Our Environment,中級
Oceans cover most of our planet .,,海は私たちの惑星のほとんどを覆っています,,,Protecting Our Environment,中級
They produce much of the oxygen we breathe .,,私たちが吸う酸素の多くを生産します,,,Protecting Our Environment,中級
"They absorb carbon dioxide from the atmosphere . ,",,大気から二酸化炭素を吸収します,,,Protecting Our Environment,中級
But oceans are in trouble .,,しかし海は困難に直面しています,,,Protecting Our Environment,中級
Overfishing has reduced fish populations .,,過剰漁業が魚の個体数を減らしました,,,Protecting Our Environment,中級
Pollution and plastic waste harm marine life .,,汚染とプラスチックごみが海洋生物を傷つけます,,,Protecting Our Environment,中級
Rising temperatures are killing coral reefs .,,上昇する温度がサンゴ礁を殺しています,,,Protecting Our Environment,中級
We must protect marine ecosystems .,,海洋生態系を保護しなければなりません,,,Protecting Our Environment,中級
We can support sustainable fishing practices .,,持続可能な漁業慣行を支援できます,,,Protecting Our Environment,中級
We can reduce our use of single-use plastics .,,使い捨てプラスチックの使用を減らすことができます,,,Protecting Our Environment,中級
Nature provides us with so many benefits .,,自然は私たちに非常に多くの恩恵を提供します,,,Protecting Our Environment,中級
Forests give us clean air and water .,,森林は私たちにきれいな空気と水を与えます,,,Protecting Our Environment,中級
Wetlands filter pollution and prevent floods .,,湿地は汚染を濾過し洪水を防ぎます,,,Protecting Our Environment,中級
Insects pollinate our crops .,,昆虫は私たちの作物を受粉させます,,,Protecting Our Environment,中級
All living things are connected .,,すべての生き物はつながっています,,,Protecting Our Environment,中級
When we harm nature we harm ourselves .,,自然を傷つけると私たち自身を傷つけます,,,Protecting Our Environment,中級
When we protect nature we protect our own future .,,自然を守ると私たち自身の未来を守ります,,,Protecting Our Environment,中級
Every action counts no matter how small .,,どんなに小さくてもすべての行動が重要です,,,Protecting Our Environment,中級
Turning off a light matters .,,明かりを消すことも重要です,,,Protecting Our Environment,中級
Using a reusable water bottle matters .,,再利用可能な水筒を使うことも重要です,,,Protecting Our Environment,中級
Walking instead of driving matters .,,運転する代わりに歩くことも重要です,,,Protecting Our Environment,中級
These small actions add up .,,これらの小さな行動が積み重なります,,,Protecting Our Environment,中級
When we all do our part we create real change .,,私たち全員が自分の役割を果たすと本当の変化を生み出します,,,Protecting Our Environment,中級
The time to act is now .,,行動する時は今です,,,Protecting Our Environment,中級
We cannot afford to wait .,,待つ余裕はありません,,,Protecting Our Environment,中級
Every year we delay the problems get worse .,,遅れる毎年問題は悪化します,,,Protecting Our Environment,中級
But we still have time to make a difference .,,しかしまだ違いを生む時間があります,,,Protecting Our Environment,中級
We still have hope .,,まだ希望があります,,,Protecting Our Environment,中級
With determination and cooperation .,,決意と協力があれば,,,Protecting Our Environment,中級
We can create a better world .,,より良い世界を作ることができます,,,Protecting Our Environment,中級
A world where the air is clean .,,空気がきれいな世界,,,Protecting Our Environment,中級
A world where the water is pure .,,水が純粋な世界,,,Protecting Our Environment,中級
A world where forests thrive .,,森林が繁栄する世界,,,Protecting Our Environment,中級
A world where all creatures can live in harmony .,,すべての生き物が調和して生きることができる世界,,,Protecting Our Environment,中級
This is the world we must build .,,これが私たちが築かなければならない世界です,,,Protecting Our Environment,中級
This is our responsibility .,,これが私たちの責任です,,,Protecting Our Environment,中級
This is our mission .,,これが私たちの使命です,,,Protecting Our Environment,中級
Let us begin today and never give up . .,,今日始めて決してあきらめないようにしましょう,,,Protecting Our Environment,中級
Science and technology have changed our world dramatically .,,科学と技術は私たちの世界を劇的に変えました,,,Science and Technology,中級
In the past hundred years we have seen amazing progress .,,過去百年で私たちは驚くべき進歩を見てきました,,,Science and Technology,中級
Things that seemed impossible are now part of everyday life .,,不可能に見えたことが今では日常生活の一部です,,,Science and Technology,中級
Technology affects almost every aspect of modern living .,,技術は現代生活のほぼすべての側面に影響します,,,Science and Technology,中級
Let us explore how science and technology shape our lives .,,科学と技術がどのように私たちの生活を形作るか探りましょう,,,Science and Technology,中級
Communication technology has transformed how we connect .,,通信技術は私たちのつながり方を変えました,,,Science and Technology,中級
Just thirty years ago most people had no mobile phones .,,わずか三十年前はほとんどの人が携帯電話を持っていませんでした,,,Science and Technology,中級
Today billions of people carry smartphones .,,今日何十億もの人々がスマートフォンを持ち歩いています,,,Science and Technology,中級
We can instantly message friends across the world .,,世界中の友達に即座にメッセージを送ることができます,,,Science and Technology,中級
We can make video calls to see and hear loved ones .,,ビデオ通話で愛する人々を見て話すことができます,,,Science and Technology,中級
Social media platforms let us share our lives with others .,,ソーシャルメディアプラットフォームで生活を他者と共有できます,,,Science and Technology,中級
We can post photos write updates and comment on news .,,写真を投稿し近況を書きニュースにコメントできます,,,Science and Technology,中級
The internet connects people like never before .,,インターネットは以前にない方法で人々をつなぎます,,,Science and Technology,中級
Information travels around the globe in seconds .,,情報は数秒で世界中を移動します,,,Science and Technology,中級
However this technology also brings challenges .,,しかしこの技術は課題ももたらします,,,Science and Technology,中級
Some people spend too much time on their devices .,,一部の人々はデバイスに時間をかけすぎます,,,Science and Technology,中級
They neglect face to face relationships .,,対面の関係を軽視します,,,Science and Technology,中級
Cyberbullying has become a serious problem .,,ネットいじめが深刻な問題になっています,,,Science and Technology,中級
False information spreads quickly online .,,虚偽の情報がオンラインで素早く広がります,,,Science and Technology,中級
We must learn to use technology wisely and responsibly .,,技術を賢く責任を持って使うことを学ばなければなりません,,,Science and Technology,中級
Computers have become essential tools in modern society .,,コンピュータは現代社会で不可欠な道具になりました,,,Science and Technology,中級
Early computers filled entire rooms .,,初期のコンピュータは部屋全体を占めました,,,Science and Technology,中級
Now we carry more computing power in our pockets .,,今ではポケットにもっと多くのコンピューティングパワーを持ち運びます,,,Science and Technology,中級
Computers help us work more efficiently .,,コンピュータは私たちがより効率的に働くのを助けます,,,Science and Technology,中級
Word processors make writing and editing easy .,,ワードプロセッサは執筆と編集を簡単にします,,,Science and Technology,中級
Spreadsheets help us organize data and calculate numbers .,,スプレッドシートはデータを整理し数字を計算するのを助けます,,,Science and Technology,中級
Presentation software helps us share ideas visually .,,プレゼンテーションソフトウェアは視覚的にアイデアを共有するのを助けます,,,Science and Technology,中級
Schools use computers for teaching and learning .,,学校は教育と学習にコンピュータを使います,,,Science and Technology,中級
Students can research topics online .,,生徒はオンラインでトピックを調査できます,,,Science and Technology,中級
They can watch educational videos .,,教育ビデオを見ることができます,,,Science and Technology,中級
They can take interactive quizzes .,,インタラクティブなクイズを受けることができます,,,Science and Technology,中級
Digital learning makes education more engaging .,,デジタル学習は教育をより魅力的にします,,,Science and Technology,中級
Medical technology has saved countless lives .,,医療技術は数え切れないほどの命を救いました,,,Science and Technology,中級
Doctors can now diagnose diseases more accurately .,,医師は今より正確に病気を診断できます,,,Science and Technology,中級
X rays let doctors see inside the body .,,X線は医師が体内を見ることを可能にします,,,Science and Technology,中級
MRI and CT scans create detailed images of organs .,,MRIとCTスキャンは臓器の詳細な画像を作ります,,,Science and Technology,中級
These tools help detect cancer and other serious conditions early .,,これらの道具はがんや他の深刻な状態を早期に検出するのを助けます,,,Science and Technology,中級
Surgery has become safer and less invasive .,,手術はより安全で侵襲性が低くなりました,,,Science and Technology,中級
Surgeons can use tiny cameras and instruments .,,外科医は小さなカメラと器具を使えます,,,Science and Technology,中級
Patients recover faster with less pain .,,患者はより少ない痛みでより速く回復します,,,Science and Technology,中級
Vaccines have eliminated many deadly diseases .,,ワクチンは多くの致命的な病気を根絶しました,,,Science and Technology,中級
Antibiotics cure bacterial infections .,,抗生物質は細菌感染症を治します,,,Science and Technology,中級
Artificial organs and prosthetics improve quality of life .,,人工臓器と義肢が生活の質を改善します,,,Science and Technology,中級
People who lose limbs can use advanced prosthetic devices .,,手足を失った人々は高度な義肢装置を使えます,,,Science and Technology,中級
Some prosthetics can even be controlled by thoughts .,,一部の義肢は思考で制御することさえできます,,,Science and Technology,中級
Medical research continues to find new treatments .,,医学研究は新しい治療法を見つけ続けています,,,Science and Technology,中級
Scientists are studying genes to understand diseases better .,,科学者は病気をよりよく理解するために遺伝子を研究しています,,,Science and Technology,中級
Gene therapy may cure genetic disorders in the future .,,遺伝子治療は将来遺伝性疾患を治すかもしれません,,,Science and Technology,中級
Space technology has expanded our understanding of the universe .,,宇宙技術は宇宙に対する私たちの理解を拡大しました,,,Science and Technology,中級
In 1969 humans first walked on the moon .,,1969年に人類は初めて月を歩きました,,,Science and Technology,中級
This was one of humanity greatest achievements .,,これは人類の最大の達成の一つでした,,,Science and Technology,中級
Today space agencies send robots to explore distant planets .,,今日宇宙機関はロボットを遠い惑星を探検するために送ります,,,Science and Technology,中級
Rovers have explored the surface of Mars .,,ローバーは火星の表面を探検しました,,,Science and Technology,中級
They send back photos and data about the red planet .,,赤い惑星についての写真とデータを送り返します,,,Science and Technology,中級
Telescopes in space observe distant stars and galaxies .,,宇宙の望遠鏡は遠い星と銀河を観測します,,,Science and Technology,中級
They help us learn about the origin of the universe .,,宇宙の起源について学ぶのを助けます,,,Science and Technology,中級
The International Space Station orbits Earth .,,国際宇宙ステーションは地球を周回します,,,Science and Technology,中級
Astronauts from different countries work together there .,,異なる国の宇宙飛行士がそこで一緒に働きます,,,Science and Technology,中級
They conduct experiments in zero gravity .,,無重力で実験を行います,,,Science and Technology,中級
This research benefits life on Earth .,,この研究は地球上の生活に恩恵をもたらします,,,Science and Technology,中級
Private companies are now developing space tourism .,,民間企業が今宇宙旅行を開発しています,,,Science and Technology,中級
In the future ordinary people may travel to space .,,将来普通の人々が宇宙に旅行するかもしれません,,,Science and Technology,中級
Scientists are planning missions to Mars .,,科学者は火星へのミッションを計画しています,,,Science and Technology,中級
Humans may one day establish colonies on other planets .,,人類はいつか他の惑星にコロニーを設立するかもしれません,,,Science and Technology,中級
Transportation technology has made travel faster and easier .,,輸送技術は旅行をより速くより簡単にしました,,,Science and Technology,中級
Cars allow us to travel long distances comfortably .,,車は私たちが長距離を快適に移動することを可能にします,,,Science and Technology,中級
Modern cars have many safety features .,,現代の車は多くの安全機能を持っています,,,Science and Technology,中級
Airbags protect passengers in accidents .,,エアバッグは事故で乗客を保護します,,,Science and Technology,中級
Anti lock brakes prevent skidding .,,アンチロックブレーキは滑走を防ぎます,,,Science and Technology,中級
Some cars can now drive themselves .,,一部の車は今自分で運転できます,,,Science and Technology,中級
Self driving cars use sensors and cameras .,,自動運転車はセンサーとカメラを使います,,,Science and Technology,中級
They can navigate roads and avoid obstacles .,,道路をナビゲートし障害物を避けることができます,,,Science and Technology,中級
This technology could reduce traffic accidents .,,この技術は交通事故を減らすことができるかもしれません,,,Science and Technology,中級
Electric cars are becoming more popular .,,電気自動車がより人気になっています,,,Science and Technology,中級
They produce no exhaust emissions .,,排気ガスを出しません,,,Science and Technology,中級
They are better for the environment .,,環境により良いです,,,Science and Technology,中級
High speed trains connect major cities .,,高速列車は主要都市を結びます,,,Science and Technology,中級
Passengers can travel hundreds of kilometers in just hours .,,乗客はわずか数時間で数百キロメートル移動できます,,,Science and Technology,中級
Trains are more energy efficient than cars or planes .,,列車は車や飛行機よりエネルギー効率が良いです,,,Science and Technology,中級
Airplanes have made international travel routine .,,飛行機は国際旅行を日常的にしました,,,Science and Technology,中級
We can fly to the other side of the world in a day .,,一日で世界の反対側に飛ぶことができます,,,Science and Technology,中級
This connects cultures and promotes understanding .,,これは文化をつなぎ理解を促進します,,,Science and Technology,中級
Energy technology powers our modern world .,,エネルギー技術は私たちの現代世界を動かします,,,Science and Technology,中級
For many years we relied on fossil fuels .,,長年私たちは化石燃料に頼ってきました,,,Science and Technology,中級
"Coal oil and natural gas provided most of our energy . ,",,石炭石油天然ガスがエネルギーのほとんどを提供しました,,,Science and Technology,中級
But these fuels cause pollution and climate change .,,しかしこれらの燃料は汚染と気候変動を引き起こします,,,Science and Technology,中級
Now we are developing cleaner energy sources .,,今よりクリーンなエネルギー源を開発しています,,,Science and Technology,中級
They can be installed on rooftops or in large solar farms .,,屋根や大規模なソーラーファームに設置できます,,,Science and Technology,中級
Wind turbines capture energy from the wind .,,風力タービンは風からエネルギーを捕らえます,,,Science and Technology,中級
Large wind farms can power thousands of homes .,,大規模な風力発電所は何千もの家に電力を供給できます,,,Science and Technology,中級
Hydroelectric dams use water flow to generate electricity .,,水力発電ダムは水の流れを使って電気を生成します,,,Science and Technology,中級
These renewable sources are unlimited and clean .,,これらの再生可能な源は無限でクリーンです,,,Science and Technology,中級
Battery technology is also improving .,,バッテリー技術も改善しています,,,Science and Technology,中級
Better batteries store more energy for longer .,,より良いバッテリーはより多くのエネルギーをより長く蓄えます,,,Science and Technology,中級
This makes electric vehicles more practical .,,これは電気自動車をより実用的にします,,,Science and Technology,中級
It also helps store solar and wind energy .,,また太陽光と風力エネルギーを蓄えるのに役立ちます,,,Science and Technology,中級
Nuclear power is another energy source .,,原子力はもう一つのエネルギー源です,,,Science and Technology,中級
Nuclear plants produce large amounts of electricity .,,原子力発電所は大量の電力を生産します,,,Science and Technology,中級
They do not emit greenhouse gases .,,温室効果ガスを排出しません,,,Science and Technology,中級
However nuclear waste is dangerous and difficult to store .,,しかし核廃棄物は危険で保管が困難です,,,Science and Technology,中級
Accidents at nuclear plants can be catastrophic .,,原子力発電所での事故は破滅的になる可能性があります,,,Science and Technology,中級
Scientists continue to debate the future of nuclear energy .,,科学者は原子力エネルギーの未来について議論し続けています,,,Science and Technology,中級
The internet has revolutionized how we access information .,,インターネットは情報へのアクセス方法を革命化しました,,,Science and Technology,中級
