語句,読み,意味,解説,関連事項,時代背景,種別
対,たい,貴族邸の建物,寝殿造りの主要建物の一つ。寝殿の東西に配置される建物。「東の対」「西の対」。住居や控え室として使われる。,名詞|建築|寝殿造り|貴族|邸宅,平安時代,古文単語
几帳,きちょう,間仕切りの調度,布を張った可動式の間仕切り。貴族の住居で目隠しやプライバシー保護に使用。「几帳の陰」などの表現。,名詞|調度|間仕切り|貴族|プライバシー,平安時代,古文単語
御簾,みす,簾のカーテン,竹などで編んだすだれ。貴族の住居で部屋を仕切る。「御簾を巻き上げる」。中の様子を隠す役割。,名詞|調度|すだれ|貴族|目隠し,平安時代,古文単語
係り結び,かかりむすび,古文の構文法則,係助詞（ぞ・なむ・や・か・こそ）が文中にあると、文末が連体形または已然形で結ばれる法則。「ぞ・なむ・や・か」は連体形、「こそ」は已然形で結ぶ。古文の最重要文法事項。,文法|係助詞|連体形|已然形|構文,-,古文表現
ぞ〜連体形,ぞ〜れんたいけい,係り結び（強調）,係助詞「ぞ」が文中にある時、文末が連体形で結ばれる。強調を表す。「花ぞ咲ける」（花が咲いている）。「ぞ」の後の語を強調。,係り結び|強調|連体形|係助詞|ぞ,-,古文表現
なむ〜連体形,なむ〜れんたいけい,係り結び（強調）,係助詞「なむ」が文中にある時、文末が連体形で結ばれる。強調を表す。「人なむ来たる」（人が来た）。「なむ」の後の語を強調。,係り結び|強調|連体形|係助詞|なむ,-,古文表現
や・か〜連体形,や・か〜れんたいけい,係り結び（疑問・反語）,係助詞「や」「か」が文中にある時、文末が連体形で結ばれる。疑問・反語を表す。「誰か知る」（誰が知ろうか）。疑問や反語的強調。,係り結び|疑問|反語|連体形|係助詞,-,古文表現
こそ〜已然形,こそ〜いぜんけい,係り結び（強意）,係助詞「こそ」が文中にある時、文末が已然形で結ばれる。強意を表す。「これこそ花なれ」（これこそが花だ）。最も強い強調。已然形結びのみ「こそ」。,係り結び|強意|已然形|係助詞|こそ,-,古文表現
べし,べし,推量・当然・可能など,助動詞「べし」は推量・当然・意志・可能・命令など多義。「行くべし」（行くだろう・行くべきだ）。文脈で意味を判断。終止形接続。,助動詞|推量|当然|意志|多義,平安時代,古文表現
まじ,まじ,打消推量・打消当然,助動詞「まじ」は「べし」の打消。「行くまじ」（行かないだろう・行くべきでない）。打消推量・打消意志・打消可能など。終止形接続。,助動詞|打消推量|打消当然|打消意志|べし,平安時代,古文表現
らむ,らむ,現在推量・原因推量,助動詞「らむ」は現在の推量を表す。「今頃何をするらむ」（今頃何をしているだろう）。目に見えない現在の事柄の推量。終止形接続。,助動詞|現在推量|原因推量|目に見えない|現在,平安時代,古文表現
けむ,けむ,過去推量・原因推量,助動詞「けむ」は過去の推量を表す。「昨日何をしけむ」（昨日何をしただろう）。過去の事柄の推量。連用形接続。「けん」とも。,助動詞|過去推量|原因推量|過去|けん,平安時代,古文表現
まほし,まほし,希望,助動詞「まほし」は希望を表す。「行かまほし」「見まほしき」（行きたい・見たい）。形容詞型活用。連用形「まほしく」もよく使われる。,助動詞|希望|〜たい|形容詞型|願望,平安時代,古文表現
平家物語,へいけものがたり,鎌倉時代の軍記物語,平家一門の栄華と滅亡を描いた軍記物語。「祇園精舎の鐘の声」の冒頭で有名。琵琶法師により語られた。諸行無常がテーマ。,軍記物語|平家|源平|無常|琵琶法師,鎌倉時代,古典作品
太平記,たいへいき,南北朝時代の軍記物語,後醍醐天皇の時代から南北朝の争乱を描いた軍記物語。全40巻。足利尊氏、楠木正成などが登場。歴史的価値も高い。,軍記物語|南北朝|後醍醐天皇|足利尊氏|楠木正成,南北朝時代,古典作品
保元物語,ほうげんものがたり,保元の乱を描く軍記物語,保元の乱（1156年）を題材とした軍記物語。崇徳上皇と後白河天皇の対立。源為朝の活躍。武士の台頭を描く。,軍記物語|保元の乱|崇徳上皇|後白河天皇|源為朝,平安時代末期,古典作品
平治物語,へいじものがたり,平治の乱を描く軍記物語,平治の乱（1159年）を題材とした軍記物語。源義朝と平清盛の対立。平家の隆盛のきっかけ。源頼朝の少年時代も描かれる。,軍記物語|平治の乱|源義朝|平清盛|源頼朝,平安時代末期,古典作品
宇治拾遺物語,うじしゅういものがたり,説話集,鎌倉時代初期の説話集。全15巻。「今は昔」で始まる短編説話を多数収録。笑い話や教訓話など多様。『今昔物語集』と類似点多い。,説話集|鎌倉|今は昔|短編|笑い話,鎌倉時代初期,古典作品
古今著聞集,ここんちょもんじゅう,説話集,鎌倉時代の説話集。橘成季編。全30巻。和歌・音楽・舞踊など文化的話題が豊富。貴族社会の逸話を多数収録。,説話集|鎌倉|橘成季|和歌|文化,鎌倉時代,古典作品
沙石集,しゃせきしゅう,仏教説話集,鎌倉時代の仏教説話集。無住道暁著。全10巻。仏教的教訓を含む説話。民衆の生活も描かれる。説話文学の代表作。,説話集|仏教|無住道暁|教訓|鎌倉,鎌倉時代,古典作品
蜻蛉日記,かげろうにっき,平安時代の日記文学,藤原道綱母が夫・藤原兼家との結婚生活を綴った日記。女性の心情を率直に描く。日本最初の女流日記文学。約20年間の記録。,日記文学|女流|藤原道綱母|藤原兼家|結婚生活,平安時代,古典作品
和泉式部日記,いずみしきぶにっき,和泉式部の日記,和泉式部と敦道親王との恋愛を描いた日記風物語。和歌を多く含む。情熱的な恋愛描写。虚構性も指摘される。,日記文学|女流|和泉式部|敦道親王|恋愛,平安時代,古典作品
紫式部日記,むらさきしきぶにっき,紫式部の宮仕え日記,紫式部が宮中での生活や藤原道長らとの交流を記した日記。『源氏物語』の作者による貴重な記録。鋭い人物観察。,日記文学|女流|紫式部|宮中|藤原道長,平安時代,古典作品
更級日記,さらしなにっき,菅原孝標女の日記,菅原孝標女が『源氏物語』への憧れや人生を綴った日記。少女期から晩年まで。物語への情熱と現実の落差を描く。回想的作品。,日記文学|女流|菅原孝標女|源氏物語|回想,平安時代,古典作品
讃岐典侍日記,さぬきのすけにっき,平安時代の日記文学,讃岐典侍（藤原長子）が堀河天皇への思慕を綴った日記。宮仕えの女性の立場から見た宮中。和歌を多く含む短編日記。,日記文学|女流|讃岐典侍|堀河天皇|宮中,平安時代,古典作品
大鏡,おおかがみ,歴史物語,藤原氏の栄華を描いた歴史物語。全3巻。藤原道長の時代を中心に、摂関政治の全盛期を描く。老人の回想形式。四鏡の一つ。,歴史物語|藤原氏|藤原道長|摂関政治|四鏡,平安時代末期,古典作品
増鏡,ますかがみ,歴史物語,後鳥羽院から後醍醐天皇までを描いた歴史物語。全17巻。鎌倉時代の政治を貴族の視点で記録。四鏡の最後。,歴史物語|後鳥羽院|後醍醐天皇|鎌倉時代|四鏡,南北朝時代,古典作品
発心集,ほっしんしゅう,仏教説話集,鴨長明著の仏教説話集。全8巻。発心（出家・入道）の話を集める。『方丈記』の作者による説話文学。仏教的世界観。,説話集|仏教|鴨長明|発心|出家,鎌倉時代,古典作品
十訓抄,じっきんしょう,説話集,鎌倉時代中期の説話集。全10巻。10の教訓（十訓）を主題とする。和漢の故事を収録。『今昔物語集』の影響が見られる。,説話集|教訓|十訓|故事|和漢,鎌倉時代中期,古典作品
栄花物語,えいがものがたり,歴史物語,藤原氏の栄華を描いた歴史物語。全40巻。藤原道長の時代を中心に、摂関家の繁栄を描く。物語風の歴史叙述。,歴史物語|藤原氏|藤原道長|摂関家|繁栄,平安時代中期,古典作品
む〜打消,む〜うちけし,助動詞「む」の打消,「む」は打消推量・打消意志を表す助動詞。「行かむ」は「行かないだろう」。未然形接続。「ず」と混同しないよう注意。現代語「まい」の語源。,助動詞|打消推量|打消意志|未然形|まい,平安時代,古文表現
給ふ・賜ふ,たまう,尊敬・謙譲の補助動詞,「給ふ」「賜ふ」は尊敬・謙譲両方で使われる補助動詞。「言ひ給ふ」（おっしゃる）「申し給ふ」（申し上げなさる）。動作の主が誰かで判断。,補助動詞|尊敬|謙譲|給ふ|賜ふ,平安時代,古文表現
侍り,はべり,丁寧・謙譲の補助動詞,「侍り」は丁寧語・謙譲語の補助動詞。「あり」の丁寧語。「侍り」で文を結ぶと丁寧な表現に。宮中言葉の特徴。,補助動詞|丁寧|謙譲|侍り|あり,平安時代,古文表現
候ふ,そうろう,丁寧・謙譲の補助動詞,「候ふ」は丁寧語・謙譲語の補助動詞。「あり」の丁寧語。武家の書状で頻出。「〜で候」の形。中世以降に一般化。,補助動詞|丁寧|謙譲|候ふ|武家,鎌倉時代以降,古文表現
奉る,たてまつる,謙譲の補助動詞,「奉る」は謙譲語の補助動詞。「〜申し上げる」の意。「書き奉る」「申し奉る」。動作を貴人に向けて行う時に使用。,補助動詞|謙譲|奉る|申し上げる|貴人,平安時代,古文表現
聞こゆ・聞こえさす,きこゆ・きこえさす,謙譲の補助動詞,「聞こゆ」「聞こえさす」は謙譲語の補助動詞。「〜申し上げる」の意。「聞こえさす」は「聞こゆ」より丁重。「申し聞こゆ」など。,補助動詞|謙譲|聞こゆ|聞こえさす|申し上げる,平安時代,古文表現
参る,まいる,謙譲の補助動詞,「参る」は謙譲語の補助動詞。「〜申し上げる」の意。「申し参らす」「書き参らす」。貴人への動作を表す。現代語とほぼ同じ用法。,補助動詞|謙譲|参る|申し上げる|貴人,平安時代,古文表現
やる,やる,贈る・送る・行かせる,「やる」は「贈る」「送る」「行かせる」の意。他動詞。「文をやる」（手紙を送る）「人をやる」（人を行かせる）。現代語より広い意味。,動詞|贈る|送る|行かせる|他動詞,平安時代,古文単語
わぶ,わぶ,嘆く・困る,「わぶ」は「嘆く」「困る」「侘びる」の意。バ行上二段活用。「わびて」「わびぬ」の形で頻出。つらい状況で使われる。,動詞|嘆く|困る|侘びる|上二段,平安時代,古文単語
わびし,わびし,つらい・みすぼらしい,形容詞で「つらい」「困った」「みすぼらしい」の意。「わびしき身」「わびしく思ふ」。「わぶ」の形容詞形。侘しい状況を表す。,形容詞|つらい|困った|みすぼらしい|侘びる,平安時代,古文単語
らうたし,らうたし,かわいらしい,形容詞で「かわいらしい」「いとおしい」の意。幼い者や小さいものへの愛情を表す。「らうたき子」「らうたくて」。平安時代特有の美意識。,形容詞|かわいらしい|いとおしい|愛情|美意識,平安時代,古文単語
うつくし,うつくし,かわいらしい・美しい,形容詞で「かわいらしい」「美しい」の意。現代語の「美しい」より「かわいい」に近い。小さいもの、愛らしいものへの感情。枕草子「うつくしきもの」。,形容詞|かわいらしい|美しい|愛らしい|枕草子,平安時代,古文単語
めでたし,めでたし,素晴らしい・立派だ,形容詞で「素晴らしい」「立派だ」「すぐれている」の意。賞賛を表す。「めでたき人」。現代語の「めでたい」とニュアンスが異なる。,形容詞|素晴らしい|立派|すぐれている|賞賛,平安時代,古文単語
あはれなり,あわれなり,しみじみとした,形容動詞で「しみじみとした」「趣深い」の意。「もののあはれ」の「あはれ」。感動・共感を表す。平安文学の美意識の中心概念。,形容動詞|しみじみ|趣深い|感動|もののあはれ,平安時代,古文単語
をかし,をかし,趣がある・興味深い,形容詞で「趣がある」「興味深い」「美しい」の意。知的・感覚的な美を表す。「あはれ」より客観的。枕草子の美意識。,形容詞|趣がある|興味深い|美しい|枕草子,平安時代,古文単語
つきづきし,つきづきし,ふさわしい・似合う,形容詞で「ふさわしい」「似合っている」「調和している」の意。「つきづきしき人」。場面や状況に適している様子を表す。,形容詞|ふさわしい|似合う|調和|適切,平安時代,古文単語
を,を,格助詞（対象・経由）,格助詞「を」は動作の対象を示す。「花を見る」「道を行く」。現代語とほぼ同じ用法。移動の経由地も表す。,助詞|格助詞|対象|経由|を,-,助詞
に,に,格助詞（場所・時・対象）,格助詞「に」は場所・時・動作の対象などを示す。「京に住む」「春に咲く」「人に会ふ」。多様な意味を持つ最頻出助詞。,助詞|格助詞|場所|時|対象,-,助詞
にて,にて,格助詞（場所・手段）,格助詞「にて」は動作が行われる場所や手段を示す。「京にて聞く」（京都で聞く）「筆にて書く」（筆で書く）。「に」+「て」。,助詞|格助詞|場所|手段|にて,-,助詞
より,より,格助詞（起点・比較・手段）,格助詞「より」は起点・比較の基準・手段などを示す。「京より来たる」「花より美し」。現代語の「から」「よりも」に相当。,助詞|格助詞|起点|比較|より,-,助詞
して,して,格助詞（手段・様態）,格助詞「して」は手段・方法・様態を示す。「力して動かす」（力で動かす）。動詞「す」の連用形から。,助詞|格助詞|手段|様態|して,-,助詞
ば,ば,接続助詞（順接確定条件）,接続助詞「ば」は已然形に付いて確定条件を表す。「春来れば」（春が来たので）。原因・理由を表す。未然形+ばは仮定条件。,助詞|接続助詞|順接|確定条件|已然形,-,助詞
ど・ども,ど・ども,接続助詞（逆接）,接続助詞「ど」「ども」は逆接を表す。已然形に付く。「行けど見えず」（行ったが見えない）。「ども」は「ど」より強い逆接。,助詞|接続助詞|逆接|已然形|けれども,-,助詞
て,て,接続助詞（継起・並列）,接続助詞「て」は継起・並列を表す。連用形に付く。「見て帰る」（見て帰る）「美しくて優し」（美しくて優しい）。現代語とほぼ同じ。,助詞|接続助詞|継起|並列|連用形,-,助詞
で,で,接続助詞（打消継起）,接続助詞「で」は打消の継起を表す。未然形+「ず」の連用形。「言はで帰る」（言わないで帰る）。「〜ないで」の意。,助詞|接続助詞|打消継起|未然形|ずて,-,助詞
とも,とも,接続助詞（逆接仮定）,接続助詞「とも」は逆接の仮定条件を表す。「雨降るとも行かむ」（雨が降っても行こう）。「〜ても」の意。終止形に付く。,助詞|接続助詞|逆接仮定|終止形|〜ても,-,助詞
已然形+ば,いぜんけい+ば,順接確定条件,已然形に「ば」が付くと順接確定条件を表す。「春来れば花咲く」（春が来たので花が咲く）。既に起こった事柄の原因・理由。,文法|確定条件|順接|已然形|原因,-,助詞
未然形+ば,みぜんけい+ば,順接仮定条件,未然形に「ば」が付くと順接仮定条件を表す。「行かば見えむ」（行けば見えるだろう）。まだ起こっていない事柄の仮定。,文法|仮定条件|順接|未然形|もし,-,助詞
連用形中止法,れんようけいちゅうしほう,文を中断して続ける,連用形で文を中断し、次の文に続ける表現法。「花咲き鳥鳴く」（花が咲き、鳥が鳴く）。「て」を使わない並列表現。簡潔な文体。,文法|中止法|連用形|並列|簡潔,-,助詞
打消の「ず」,うちけしの「ず」,打消の助動詞,「ず」は打消を表す助動詞。未然形に付く。「行かず」「知らず」。「〜ない」の意。連用形は「ず」、連体形は「ぬ」、已然形は「ね」。,助動詞|打消|未然形|ず|〜ない,-,助詞
完了の「つ」「ぬ」,かんりょうの「つ」「ぬ」,完了の助動詞,「つ」「ぬ」は完了を表す助動詞。「書きつ」「行きぬ」（書いてしまった・行ってしまった）。「つ」は強意的完了、「ぬ」は自然的完了。連用形接続。,助動詞|完了|つ|ぬ|〜てしまった,-,助詞
が,が,格助詞（主語）,格助詞「が」は主語を示す。「我が家」「花が咲く」。所有を表す場合もある。現代語の「の」に近い用法も。連体修飾格としても使用。,助詞|格助詞|主語|所有|連体修飾,-,助詞
の,の,格助詞（連体修飾）,格助詞「の」は連体修飾・所有・同格などを表す。「京の花」「これの本」。主語を示すこともある。「鳥の鳴く」（鳥が鳴く）。現代語とほぼ同じ。,助詞|格助詞|連体修飾|所有|主語,-,助詞
と,と,格助詞（引用・並列）,格助詞「と」は引用・並列・比較などを表す。「『行く』と言ふ」（「行く」と言う）「花と鳥」（花と鳥）。現代語とほぼ同じ用法。,助詞|格助詞|引用|並列|比較,-,助詞
へ,へ,格助詞（方向）,格助詞「へ」は移動の方向を示す。「京へ行く」「山へ登る」。現代語とほぼ同じ。「え」とも表記される。,助詞|格助詞|方向|移動|へ,-,助詞
や,や,係助詞（疑問・反語）,係助詞「や」は疑問・反語を表し、文末を連体形で結ぶ（係り結び）。「誰や来たる」（誰が来たのか）。疑問の意を強める。,助詞|係助詞|疑問|反語|係り結び,-,助詞
過去の「き」「けり」,かこの「き」「けり」,過去の助動詞,「き」「けり」は過去を表す助動詞。「き」は直接経験した過去、「けり」は伝聞・回想の過去。「行きき」「行きけり」。「き」は連用形接続、「けり」は連用形接続。,助動詞|過去|き|けり|経験|伝聞,-,助動詞
推量の「む」「らむ」,すいりょうの「む」「らむ」,推量の助動詞,「む」「らむ」は推量を表す助動詞。「む」は未来推量・意志、「らむ」は現在推量。「行かむ」（行くだろう・行こう）「今頃するらむ」（今頃しているだろう）。,助動詞|推量|む|らむ|未来|現在,-,助動詞
受身・可能・自発・尊敬の「る」「らる」,うけみ・かのう・じはつ・そんけいの「る」「らる」,多義の助動詞,「る」「らる」は受身・可能・自発・尊敬の4つの意味を持つ助動詞。文脈で判断。「見らる」（見られる・見ることができる・自然と見える・ご覧になる）。未然形接続。,助動詞|受身|可能|自発|尊敬|る|らる,-,助動詞
使役・尊敬の「す」「さす」,しえき・そんけいの「す」「さす」,二義の助動詞,「す」「さす」は使役・尊敬の2つの意味を持つ助動詞。「行かす」（行かせる・お行きになる）。文脈で判断。未然形接続。四段・ナ変には「す」、その他には「さす」。,助動詞|使役|尊敬|す|さす|未然形,-,助動詞
断定の「なり」「たり」,だんていの「なり」「たり」,断定の助動詞,「なり」「たり」は断定を表す助動詞。「花なり」「学者たり」（花だ・学者だ）。「なり」は体言・連体形接続、「たり」は体言接続。現代語の「だ」に相当。,助動詞|断定|なり|たり|だ|である,-,助動詞
伝聞・推定の「なり」,でんぶん・すいていの「なり」,様態の助動詞,断定の「なり」とは別の助動詞。伝聞「〜そうだ」、推定「〜ようだ」を表す。「雨降るなり」（雨が降るそうだ・降るようだ）。終止形・ラ変連体形接続。音で判断。,助動詞|伝聞|推定|様態|なり|そうだ|-,助動詞
様態の「ごとし」,ようたいの「ごとし」,比況の助動詞,「ごとし」は比況（〜のようだ）を表す助動詞。「花のごとし」「咲くがごとし」（花のようだ・咲くかのようだ）。体言・連体形・「が」「の」に接続。形容詞型活用。,助動詞|比況|ごとし|ようだ|如し|形容詞型,-,助動詞
願望の「たし」,がんぼうの「たし」,希望の助動詞,「たし」は願望・希望を表す助動詞。「見たし」「聞きたし」（見たい・聞きたい）。形容詞型活用。連用形接続。「まほし」より直接的な願望。,助動詞|願望|希望|たし|〜たい|形容詞型,-,助動詞
打消推量の「じ」,うちけしすいりょうの「じ」,打消推量の助動詞,「じ」は打消推量・打消意志を表す助動詞。「行かじ」（行くまい・行かないだろう）。未然形接続（一部終止形）。現代語の「まい」に相当。,助動詞|打消推量|打消意志|じ|まい|未然形,-,助動詞
四段活用,よだんかつよう,動詞の活用形,四段活用は動詞の基本活用の一つ。未然形・連用形・終止形・連体形・已然形・命令形の6つの活用形を持つ。語幹+「ア・イ・ウ・ウ・エ・エ」の音便。「書く」など多数。,文法|活用|四段|動詞|6形|-,助動詞
上二段活用,かみにだんかつよう,動詞の活用形,上二段活用は動詞の活用の一つ。「イ・イ・ウ・ウル・ウレ・イヨ」の形。「起く」「落つ」など。中古では上一段化が進行。,文法|活用|上二段|動詞|起く|落つ,-,助動詞
下二段活用,しもにだんかつよう,動詞の活用形,下二段活用は動詞の活用の一つ。「エ・エ・ウ・ウル・ウレ・エヨ」の形。「受く」「得」など。中古では下一段化が進行。,文法|活用|下二段|動詞|受く|得|-,助動詞
ナ変・ラ変活用,なへん・らへんかつよう,特殊な活用,ナ変は「死ぬ」「往ぬ」のみ。ラ変は「あり」「をり」「侍り」「候ふ」の4語のみ。不規則な活用形を持つ。「ナ・ニ・ヌ・ヌル・ヌれ・ネ」、「ラ・リ・リ・ル・レ・レ」。,文法|活用|ナ変|ラ変|死ぬ|あり|-,助動詞
形容詞の活用,けいようしのかつよう,形容詞の変化,形容詞はク活用とシク活用の2種類。ク活用は「高し」など、シク活用は「美し」など。語幹+「ク・ク・シ・キ・ケレ・×」。連用形が2つあるのが特徴（く・しく）。,文法|活用|形容詞|ク活用|シク活用|美し|-,助動詞
形容動詞の活用,けいようどうしのかつよう,形容動詞の変化,形容動詞はナリ活用とタリ活用の2種類。ナリ活用は「静かなり」など、タリ活用は「堂々たり」など。「ナラ・ナリ（ニ）・ナリ・ナル・ナレ・ナレ」の形。,文法|活用|形容動詞|ナリ活用|タリ活用|静かなり|-,助動詞
おぼゆ,おぼゆ,思われる・思い出される,「おぼゆ」は「思われる」「思い出される」「似ている」の意。ヤ行下二段活用。自発的な思いや記憶を表す。「美しくおぼゆ」「昔おぼえて」。,動詞|思われる|自発|記憶|下二段,平安時代,古文単語
おどろく,おどろく,目が覚める・驚く,「おどろく」は「目が覚める」「気づく」「驚く」の意。カ行四段活用。現代語の「驚く」より広い意味。「夢よりおどろく」（夢から覚める）。,動詞|目が覚める|気づく|驚く|四段,平安時代,古文単語
おこたる,おこたる,病気が治る・怠る,「おこたる」は「病気が治る」「怠ける」の意。ラ行四段活用。「病おこたる」（病気が治る）。現代語と意味が異なる場合がある。,動詞|病気が治る|怠る|四段|治癒,平安時代,古文単語
あく,あく,開く,「あく」は「開く」の意。カ行四段活用。「戸あく」「目あく」。自動詞。他動詞は「開く」（あく）。現代語とほぼ同じ。,動詞|開く|自動詞|四段|戸,平安時代,古文単語
あやし,あやし,不思議だ・身分が低い,形容詞で「不思議だ」「怪しい」「身分が低い」「粗末だ」の意。多義語。「あやしき者」（身分の低い者）「あやしと思ふ」（不思議だと思う）。,形容詞|不思議|身分低い|怪しい|粗末,平安時代,古文単語
ありがたし,ありがたし,めったにない・すばらしい,形容詞で「めったにない」「珍しい」「すばらしい」の意。「有り難し」の原義は「存在し難い」。現代語の「ありがたい」より広い意味。,形容詞|めったにない|珍しい|すばらしい|稀少,平安時代,古文単語
いかで,いかで,どうして・なんとかして,副詞で疑問「どうして」と願望「なんとかして」の二義。「いかでか知らむ」（どうして知ろうか）「いかで会はむ」（なんとかして会いたい）。,副詞|疑問|願望|どうして|なんとかして,平安時代,古文単語
いかに,いかに,どのように・どんなに,副詞で疑問「どのように」と程度「どんなに」の意。「いかに思ふ」（どう思うか）「いかに悲しき」（どんなに悲しいことか）。,副詞|疑問|程度|どのように|どんなに,平安時代,古文単語
いづくに,いづくに,どこに,疑問の副詞。場所を尋ねる。「いづくに住む」（どこに住むか）。「いづこに」とも。現代語の「どこに」。,副詞|疑問|場所|どこに|いづこ,平安時代,古文単語
ゆくりなし,ゆくりなし,思いがけない・突然の,形容詞で「思いがけない」「突然の」「不意の」の意。「ゆくりなき事」（思いがけないこと）。予期しない出来事を表す。,形容詞|思いがけない|突然|不意|予期しない,平安時代,古文単語
ねんごろなり,ねんごろなり,丁寧だ・熱心だ,形容動詞で「丁寧だ」「親切だ」「熱心だ」の意。「ねんごろに言ふ」（丁寧に言う）。心を込めた様子を表す。,形容動詞|丁寧|親切|熱心|懇ろ,平安時代,古文単語
はかなし,はかなし,頼りない・儚い,形容詞で「頼りない」「儚い」「取るに足りない」の意。「はかなき命」（儚い命）。無常観を表す重要語。,形容詞|頼りない|儚い|無常|取るに足りない,平安時代,古文単語
ゆゆしげなり,ゆゆしげなり,恐ろしげだ・立派そうだ,形容動詞で「恐ろしげだ」「不吉そうだ」「立派そうだ」の意。「ゆゆし」の様態形。「ゆゆしげなる夢」（不吉そうな夢）。,形容動詞|恐ろしげ|不吉そう|立派そう|様態,平安時代,古文単語
参上す,参上す,参上する,「参上す」は「参上する」「伺う」の意。サ行変格活用。謙譲語。「御前に参上す」。現代語とほぼ同じ用法。,動詞|謙譲語|参上|伺う|サ変,平安時代,古文重要動詞
申し上ぐ,申し上ぐ,申し上げる,「申し上ぐ」は「申し上げる」の意。ガ行下二段活用。謙譲語。「事を申し上ぐ」。「申す」+「上ぐ」の複合動詞。,動詞|謙譲語|申し上げる|下二段|複合,平安時代,古文重要動詞
賜る,たまわる,いただく・くださる,「賜る」は謙譲語で「いただく」、尊敬語で「くださる」の意。ラ行四段活用。二義あり文脈で判断。「御文を賜る」（お手紙をいただく）。,動詞|謙譲語|尊敬語|いただく|四段,平安時代,古文重要動詞
春はあけぼの,はるはあけぼの,枕草子の冒頭,「春はあけぼの。やうやう白くなりゆく山ぎは、すこしあかりて」という『枕草子』の有名な冒頭。四季の美を詠む。清少納言の美意識の象徴。,枕草子|清少納言|春|あけぼの|冒頭,平安時代,名文句
本意,ほい,本来の願い・念願,「本意」は本来の願い、念願、かねてからの望みの意。「本意を遂ぐ」（念願を遂げる）。重要な目標や願望を表す。,名詞|願い|念願|望み|目標,平安時代,古文表現
いみじう心憂し,いみじううれうし,非常につらい,「いみじう心憂し」は「非常につらい」「ひどく悲しい」の意。強い悲嘆を表す慣用表現。『源氏物語』などで頻出。,慣用句|つらい|悲しい|悲嘆|心憂し,平安時代,古文表現
世の常ならず,よのつねならず,普通でない・格別だ,「世の常ならず」は「普通でない」「格別だ」「並外れている」の意。特別な状態を表す慣用表現。,慣用句|普通でない|格別|並外れている|特別,平安時代,古文表現
思ひやり,おもいやり,想像・推察・思いやり,「思ひやり」は「想像」「推察」「思いやり」の意。他者の状況や心情を推し量ること。現代語より広い意味。,名詞|想像|推察|思いやり|心情,平安時代,古文表現
あてなり,あてなり,上品だ・高貴だ,形容動詞で「上品だ」「高貴だ」「優雅だ」の意。貴族的な美を表す重要語。「あてなる人」（上品な人）。,形容動詞|上品|高貴|優雅|貴族的,平安時代,古文表現
たより,たより,便り・機会・縁,「たより」は「便り」「機会」「手段」「縁故」の意。多義語。「人のたより」（人づて）「たよりあらば」（機会があれば）。,名詞|便り|機会|手段|縁故,平安時代,古文表現
源氏物語,げんじものがたり,平安時代の長編小説,紫式部作の長編物語。全54巻。光源氏の生涯と恋愛を描く。日本文学最高峰。世界最古の長編小説とも言われる。平安貴族社会を精緻に描写。,物語|紫式部|光源氏|恋愛|長編,平安時代中期,古典作品
竹取物語,たけとりものがたり,日本最古の物語,かぐや姫の物語。『竹取翁物語』とも。竹から生まれた姫が月に帰る。日本最古の物語文学。「今は昔」で始まる。求婚譚と昇天譚の融合。,物語|かぐや姫|竹|月|最古,平安時代初期,古典作品
堤中納言物語,つつみちゅうなごんものがたり,短編物語集,平安時代末期の短編物語集。全10編。ユーモラスで機知に富んだ作品が多い。「虫めづる姫君」など。作者不詳。,物語|短編集|ユーモア|虫めづる姫君|作者不詳,平安時代末期,古典作品
落窪物語,おちくぼものがたり,継子いじめの物語,継子いじめと恋愛を描いた物語。全4巻。シンデレラ型の物語。平安中期の作品。庶民的で写実的な描写が特徴。,物語|継子いじめ|恋愛|シンデレラ|写実的,平安時代中期,古典作品
うつほ物語,うつほものがたり,音楽と恋愛の物語,音楽（琴）を主題とした長編物語。全20巻。『源氏物語』以前の作品。俊蔭の琴の秘曲伝承と数世代の恋愛を描く。,物語|音楽|琴|恋愛|長編,平安時代中期,古典作品
