語句,読み,意味,語源等解説,関連語,関連分野,難易度
give,ギ́ヴ,与える,古英語 "giefan"。派生: give up(ギ́ヴアッ́プ): あきらめる / give in(ギ́ヴイ́ン): 屈する,"offer(オ́ファー): 提供する, grant(グラ́ント): 与える",動作,初級
glass,グラ́ス,ガラス・コップ,ゲルマン系。派生: glasses(グラ́シズ): 眼鏡 / glassware(グラ́スウェア): ガラス製品,"cup(カ́ップ): カップ, window(ウィ́ンドウ): 窓",生活,初級
go,ゴ́ー,行く,古英語 "gān"。派生: go on(ゴ́ーオ́ン): 続ける / go out(ゴ́ーア́ウト): 外出する,"come(カ́ム): 来る, leave(リ́ーヴ): 去る",動作,初級
goal,ゴ́ール,目標・得点,中世英語。派生: goalie(ゴ́ーリー): ゴールキーパー / goal setting(ゴ́ールセッティング): 目標設定,"aim(エ́イム): 目標, target(ター́ゲット): 的",学習,初級
good,グッ́ド,良い,古英語 "gōd"。派生: goodness(グッ́ドネス): 善良さ / good-bye(グッ́ドバイ): さようなら(短縮),"great(グレ́イト): すばらしい, bad(バ́ッド): 悪い",評価,初級
government,ガヴァ́メント,政府,古仏語 "governer"。派生: govern(ガ́ヴァン): 統治する / governance(ガ́ヴァナンス): 統治(形),"state(ス́テイト): 国家, politics(ポ́リティクス): 政治",政治,中級
grade,グレ́イド,等級・成績,ラテン語 "gradus"(段階)。派生: upgrade(アッ́プグレード): 上方改訂 / downgrade(ダ́ウングレード): 格下げ,"score(スコ́ア): 点数, level(レ́ベル): 段階",教育,初級
grand,グラ́ンド,壮大な・祖父母の,ラテン語 "grandis"。派生: grandson(グラ́ンドサン): 孫息子 / grandparent(グラ́ンドペアレント): 祖父母,"great(グレ́イト): 偉大な, large(ラ́ージ): 大きい",評価,初級
great,グレ́イト,偉大な・すばらしい,古英語 "grēat"。派生: greatly(グレ́イトリ): 大いに / great-grand(グレ́イトグランド): 曾〜,"good(グッ́ド): 良い, excellent(エ́クセレント): 優れた",評価,初級
green,グリ́ーン,緑・未熟な,古英語 "grēne"。派生: greenery(グリ́ーナリ): 緑地 / greenish(グリ́ーニッシュ): 緑がかった,"blue(ブル́ー): 青, plant(プラ́ント): 植物",色,初級
ground,グラ́ウンド,地面・根拠,古英語 "grund"。派生: groundwork(グラ́ウンドワーク): 基礎 / background(バ́ックグラウンド): 背景,"earth(アー́ス): 土, reason(リ́ーズン): 理由",位置,初級
group,グル́ープ,集団,フランス語 "groupe"。派生: group work(グル́ープワーク): 班活動 / grouping(グル́ーピング): グループ化,"team(テ́ィーム): チーム, class(ク́ラス): 学級",社会,初級
grow,グロ́ウ,成長する,古英語 "grōwan"。派生: growth(グロ́ウス): 成長 / grown-up(グロ́ウナップ): 大人(口語),"increase(インクリ́ース): 増加する, develop(ディヴェ́ロップ): 発展する",変化,初級
guess,ゲ́ス,推測する,中英語。派生: guesswork(ゲ́スワーク): 当て推量 / make a guess(メ́イクアゲ́ス): 推測する,"suppose(サポ́ウズ): 思う, estimate(エ́スティメイト): 見積もる",思考,初級
guide,ガ́イド,案内する・案内人,古フランス語。派生: guidance(ガ́イダンス): 指導 / guidebook(ガ́イドブック): 案内書,"lead(リ́ード): 導く, show(ショ́ウ): 見せる",社会,初級
habit,ハ́ビット,習慣,ラテン語 "habitus"。派生: habitual(ハビ́チュアル): 習慣的な / habitat(ハ́ビタット): 生息地(同根),"custom(カ́スタム): 習慣, routine(ルーティ́ーン): 日課",学習,初級
half,ハ́ーフ,半分,古英語 "healf"。派生: halfway(ハ́ーフウェイ): 中間の / halve(ハ́ーヴ): 半分にする,"part(パ́ート): 部分, double(ダ́ブル): 2倍の",数,初級
hand,ハ́ンド,手・渡す,古英語 "hand"。派生: handle(ハ́ンドル): 取り扱う / handout(ハ́ンドアウト): 配布資料,"give(ギ́ヴ): 与える, palm(パ́ーム): 掌",人体,初級
happen,ハ́ペン,起こる,古ノルド語。派生: happen to〜(ハ́ペントゥ): たまたま〜する / happening(ハ́ペニング): 出来事,"occur(オカ́ー): 起こる, take place(テイクプレ́イス): 開催される",時間,初級
happy,ハ́ピー,幸せな,中英語 "hap"(運)。派生: happiness(ハ́ピネス): 幸福 / unhappy(アンハ́ピー): 不幸な,"glad(グラ́ッド): うれしい, sad(サ́ッド): 悲しい",感情,初級
hard,ハ́ード,難しい・固い,古英語 "heard"。派生: hardly(ハ́ードリ): ほとんど〜ない / hardship(ハ́ードシップ): 苦難,"difficult(ディ́フィカルト): 難しい, firm(ファ́ーム): 固い",評価,初級
hat,ハ́ット,帽子,古英語 "hæt"。派生: hatchet(ハ́チェット): 手斧(同根) / top hat(ト́ップハ́ット): シルクハット,"cap(キャ́ップ): 帽子, coat(コ́ート): 上着",生活,初級
have,ハ́ヴ,持つ・〜がある,古英語 "habban"。派生: have to(ハ́ヴトゥ): 〜しなければならない / have got(ハ́ヴガ́ット): 持っている(口語),"own(オ́ウン): 所有する, possess(ポゼ́ス): 所有する",概念,初級
head,ヘ́ッド,頭・先頭,古英語 "heafod"。派生: headline(ヘ́ッドライン): 見出し / headquarter(s)(ヘ́ッドクォーターズ): 本部,"brain(ブレ́イン): 脳, top(ト́ップ): 上部",人体,初級
health,ヘ́ルス,健康,古英語 "hǣlth"。派生: healthy(ヘ́ルシー): 健康な / healthcare(ヘ́ルスケア): 医療,"illness(イ́ルネス): 病気, medicine(メ́ディスン): 医学",健康,初級
hear,ヒ́ア,聞く,古英語 "hieran"。派生: hear of(ヒ́アオブ): 〜のうわさを聞く / overhear(オーヴァヒ́ア): 立ち聞きする,"listen(リ́スン): 聞く, sound(サ́ウンド): 音",人体,初級
heart,ハ́ート,心・心臓,古英語 "heorte"。派生: heartfelt(ハ́ートフェルト): 心からの / heart attack(ハ́ートアタック): 心臓発作,"mind(マ́インド): 心, chest(チェ́スト): 胸",人体,初級
heat,ヒ́ート,熱・加熱する,古英語 "hǣtu"。派生: heater(ヒ́ーター): 暖房機 / heat up(ヒ́ートアッ́プ): 温める,"hot(ホ́ット): 熱い, temperature(テ́ンプリチャ): 温度",温度,初級
heavy,ヘ́ヴィ,重い,古英語 "hefig"。派生: heavily(ヘ́ヴィリ): 重く / heavy rain(ヘ́ヴィレイン): 大雨,"light(ラ́イト): 軽い, weight(ウェ́イト): 重さ",評価,初級
height,ハ́イト,高さ,古英語 "hēhthu"。派生: heighten(ハ́イトゥン): 高める / at the height of(アットザハ́イトオブ): 真っ最中に,"tall(ト́ール): 背が高い, depth(デ́プス): 深さ",位置,初級
help,ヘ́ルプ,助ける・助け,古英語 "helpan"。派生: helpful(ヘ́ルプフル): 役に立つ / helpless(ヘ́ルプレス): 無力な,"assist(アシ́スト): 手伝う, aid(エ́イド): 援助",社会,初級
here,ヒ́ア,ここに,古英語 "hēr"。派生: here and there(ヒ́アアンドゼア): あちこちに / here's(ヒ́アズ): 〜です(口語),"there(ゼ́ア): そこに, where(ウェ́ア): どこ",位置,初級
high,ハ́イ,高い,古英語 "hēah"。派生: higher(ハ́イヤー): より高い / highlight(ハ́イライト): 強調する,"low(ロ́ウ): 低い, tall(ト́ール): 背が高い",評価,初級
hill,ヒ́ル,丘,古英語 "hyll"。派生: hillside(ヒ́ルサイド): 丘の斜面 / downhill(ダウンヒ́ル): 下り坂,"mountain(マ́ウンテン): 山, valley(ヴァ́リー): 谷",地理,初級
history,ヒ́ストリー,歴史,ギリシャ語 "historia"(探求)。派生: historic(ヒスト́リック): 歴史上重要な / historian(ヒストー́リアン): 歴史家,"past(パ́スト): 過去, culture(カ́ルチャー): 文化",歴史,中級
hold,ホ́ウルド,持つ・開催する,古英語 "healdan"。派生: holder(ホ́ウルダー): 容器 / hold on(ホ́ウルドオ́ン): 少し待つ,"keep(キ́ープ): 保つ, grasp(グラ́スプ): つかむ",手続き,初級
home,ホ́ウム,家・家庭,古英語 "hām"。派生: homeless(ホ́ウムレス): ホームレスの / homepage(ホ́ウムページ): ホームページ,"house(ハ́ウス): 家, family(フ́ァミリー): 家族",生活,初級
hope,ホ́ウプ,望む・望み,古英語 "hopa"。派生: hopeful(ホ́ウプフル): 希望に満ちた / hopeless(ホ́ウプレス): 絶望的な,"wish(ウィ́ッシュ): 願う, expect(イクスペ́クト): 期待する",感情,初級
horse,ホ́ース,馬,古英語 "hors"。派生: horseback(ホ́ースバック): 乗馬 / horsepower(ホ́ースパワー): 馬力,"animal(ア́ニマル): 動物, cow(カ́ウ): 牛",生物,初級
hospital,ホ́スピタル,病院,ラテン語 "hospes"(客/もてなし)。派生: hospitality(ホスピタリ́ティ): 歓待 / hospice(ホ́スピス): 緩和ケア施設,"clinic(クリ́ニック): 診療所, doctor(ド́クター): 医者",健康,初級
hot,ホ́ット,熱い・辛い,古英語 "hāt"。派生: hotline(ホ́ットライン): 直通電話 / hot dog(ホ́ットドッグ): ホットドッグ,"warm(ウォ́ーム): 暖かい, spicy(スパ́イシー): 辛い",温度,初級
hour,ア́ワー,1時間,フランス語経由ラテン語 "hora"。派生: rush hour(ラ́ッシュア́ワー): 混雑時間 / hourly(ア́ワリ): 毎時の,"minute(ミ́ニット): 分, day(デ́イ): 日",時間,初級
house,ハ́ウス,家・住宅,古英語 "hūs"。派生: household(ハ́ウスホールド): 世帯 / housing(ハ́ウジング): 住宅,"home(ホ́ウム): 家庭, building(ビ́ルディング): 建物",生活,初級
human,ヒュ́ーマン,人間の,ラテン語 "humanus"。派生: humanity(ヒュマ́ニティ): 人間性 / humane(ヒュメ́イン): 人道的な,"person(パ́ーソン): 人, people(ピ́ープル): 人々",社会,初級
hundred,ハ́ンドレッド,100,古英語 "hund(red)"。派生: hundredth(ハ́ンドレッス): 100番目 / hundreds of(ハ́ンドレッズオブ): 何百もの,"ten(テ́ン): 10, thousand(サ́ウザンド): 1000",数,初級
hungry,ハ́ングリ,空腹の,古英語 "hungor"。派生: hunger(ハ́ンガー): 飢え / hungry for〜(ハ́ングリフォー): 〜に飢えて,"thirsty(サ́ースティ): のどが渇いた, full(フ́ル): 満腹の",状態,初級
idea,アイデ́ィア,考え・発想,ギリシャ語 "idea"。派生: ideal(アイデ́ィアル): 理想の / idealism(アイデ́ィアリズム): 観念論,"thought(ソ́ート): 考え, plan(プラ́ン): 計画",思考,初級
if,イ́フ,もし〜なら,古英語 "gif"。派生: if only(イ́フオ́ンリ): 〜でさえあれば / as if(ア́ズイ́フ): まるで〜のように,"when(ウェ́ン): 〜するとき, unless(アンレ́ス): 〜でない限り",接続詞,初級
image,イ́メジ,像・イメージ,ラテン語 "imago"。派生: imagine(イマ́ジン): 想像する / imagery(イ́メジャリ): 比喩表現,"picture(ピ́クチャー): 絵, photo(フォ́ト): 写真",文化,初級
improve,インプル́ーブ,改善する,ラテン語 "probare"(試す)→仏語経由。派生: improvement(インプル́ーブメント): 改善 / improvise(イ́ンプロヴァイズ): 即興する(同根),"better(ベ́ター): より良くする, develop(ディヴェ́ロップ): 発展させる",社会,初級
include,インクル́ード,含む,ラテン語 "includere"(閉じ込める)。派生: inclusive(インクル́ーシヴ): 包括的な / include A in B(インクル́ードエ́ーインビ́ー): AをBに含める,"contain(コンテ́イン): 含む, involve(インヴォ́ルヴ): 含む",概念,初級
increase,インクリ́ース,増加する・増加,ラテン語 "increscere"(成長する)。派生: increasingly(インクリ́ーシングリ): ますます / increase in(インクリ́ースイン): 〜において増加する,"grow(グロ́ウ): 成長する, rise(ラ́イズ): 上がる",変化,初級
indeed,インディ́ード,本当に・実際に,中英語 "in dede"(実際に)。派生: deed(ディ́ード): 行為 / in deed and word(インディ́ードアンドワ́ード): 言行,"really(リ́アリ): 本当に, truly(トゥル́ーリ): 真に",副詞,初級
industry,イ́ンダストリ,産業・工業,ラテン語 "industria"(勤勉)。派生: industrial(インダ́ストリアル): 産業の / industrious(インダ́ストリアス): 勤勉な,"business(ビ́ジネス): 事業, factory(ファ́クトリ): 工場",経済,中級
information,インフォメ́イション,情報,ラテン語 "informare"(形作る)。派生: inform(インフォ́ーム): 知らせる / informative(インフォ́ーマティヴ): 有益な,"data(デ́イタ): データ, news(ニ́ューズ): 知らせ",伝達,初級
inside,インサ́イド,〜の内側に・中,中英語 "in"+"side"。派生: insider(インサ́イダー): 内部者 / inside out(インサ́イドア́ウト): 裏返しに,"within(ウィジ́ン): 〜の中に, outside(ア́ウトサイド): 外側",位置,初級
instead,インステ́ッド,代わりに,中英語 "in"+"stead"(場所)。派生: in place of(インプレ́イスオブ): 〜の代わりに / instead of(インステ́ッドオブ): 〜の代わりに,"rather(ラ́ーザー): むしろ, alternatively(オールタ́ーネイティヴリ): あるいは",副詞,初級
interest,イ́ンタレスト,興味・利子,ラテン語 "interesse"(間にある→関係する)。派生: interesting(イ́ンタレスティング): 面白い / interested(イ́ンタレスティッド): 興味がある,"attention(アテ́ンション): 注意, hobby(ホ́ビー): 趣味",感情,初級
international,インターナ́ショナル,国際的な,ラテン語 "inter"(間)+nation。派生: internationally(インターナ́ショナリ): 国際的に / internationalize(インターナ́ショナライズ): 国際化する,"global(グロ́ーバル): 世界的な, domestic(ドメ́スティック): 国内の",社会,中級
into,イ́ントゥ,〜の中へ,古英語 "intō"。派生: get into(ゲ́ットイントゥ): 〜に入る / turn into(ター́ンイントゥ): 〜に変わる,"in(イ́ン): 〜の中に, to(トゥ́): 〜へ",前置詞,初級
introduce,イントロデュ́ース,紹介する,ラテン語 "introducere"(内へ導く)。派生: introduction(イントロダ́クション): 紹介 / introductory(イントロダ́クトリ): 序論の,"present(プレゼ́ント): 紹介する, bring in(ブリ́ングイン): 持ち込む",伝達,初級
invent,インヴェ́ント,発明する,ラテン語 "invenire"(見つける)。派生: invention(インヴェ́ンション): 発明 / inventor(インヴェ́ンター): 発明家,"create(クリエ́イト): 創造する, discover(ディスカ́ヴァー): 発見する",科学,中級
invite,インヴァ́イト,招待する,ラテン語 "invitare"。派生: invitation(インヴィテ́イション): 招待 / inviting(インヴァ́イティング): 魅力的な,"ask(ア́スク): 頼む, welcome(ウェ́ルカム): 歓迎する",社会,初級
island,ア́イランド,島,古英語 "īegland"。派生: islander(ア́イランダー): 島民 / isle(ア́イル): 島(詩的),"land(ラ́ンド): 陸地, sea(スィ́ー): 海",地理,初級
join,ジョ́イン,参加する・つなぐ,古仏語 "joindre"(結ぶ)。派生: joint(ジョ́イント): 関節・共同の / junction(ジャ́ンクション): 接合点,"connect(コネ́クト): つなぐ, participate(パーティ́シペイト): 参加する",動作,初級
joke,ジョ́ウク,冗談・冗談を言う,ラテン語 "jocus"(遊び)。派生: joker(ジョ́ウカー): 冗談を言う人 / jokingly(ジョ́ウキングリ): 冗談で,"laugh(ラ́フ): 笑う, fun(ファ́ン): 楽しみ",感情,初級
journey,ジャ́ーニ,旅行,古仏語 "jornee"(一日の旅)。派生: journal(ジャ́ーナル): 日記・雑誌 / journalist(ジャ́ーナリスト): 記者,"trip(トリ́ップ): 旅行, travel(トラ́ヴェル): 旅する",交通,初級
joy,ジョ́イ,喜び,古仏語 "joie"。派生: joyful(ジョ́イフル): 喜びに満ちた / enjoy(エンジョ́イ): 楽しむ,"happiness(ハ́ピネス): 幸福, delight(ディラ́イト): 喜び",感情,初級
judge,ジャ́ッジ,判断する・裁判官,ラテン語 "judex"(裁判官)。派生: judgment(ジャ́ッジメント): 判断 / judicial(ジュディ́シャル): 司法の,"decide(ディサ́イド): 決める, court(コ́ート): 裁判所",法律,中級
jump,ジャ́ンプ,跳ぶ・跳躍,擬音語起源。派生: jumper(ジャ́ンパー): 跳ぶ人 / jump rope(ジャ́ンプロウプ): 縄跳び,"leap(リ́ープ): 跳ねる, skip(スキ́ップ): 飛び跳ねる",動作,初級
junior,ジュ́ーニア,年少の・後輩,ラテン語 "junior"(より若い)。派生: junior high(ジュ́ーニアハ́イ): 中学校 / juniors(ジュ́ーニアーズ): 後輩たち,"young(ヤ́ング): 若い, senior(スィ́ーニア): 年長の",人間関係,初級
keep,キ́ープ,保つ・飼う,古英語 "cēpan"。派生: keeper(キ́ーパー): 番人 / keep on(キ́ープオ́ン): 続ける,"hold(ホ́ウルド): 保持する, maintain(メインテ́イン): 維持する",動作,初級
key,キ́ー,鍵・重要な,古英語 "cǣg"。派生: keyboard(キ́ーボード): 鍵盤 / key point(キ́ーポイント): 要点,"lock(ロ́ック): 錠, important(インポ́ータント): 重要な",生活,初級
kick,キ́ック,蹴る・蹴ること,中英語起源。派生: kicker(キ́ッカー): 蹴る人 / kick off(キ́ックオ́フ): 開始する,"hit(ヒ́ット): 打つ, strike(ストラ́イク): 打つ",動作,初級
kill,キ́ル,殺す,中英語 "killen"。派生: killer(キ́ラー): 殺人者 / killing(キ́リング): 殺すこと,"murder(マ́ーダー): 殺害する, destroy(ディストロ́イ): 破壊する",動作,中級
kind,カ́インド,親切な・種類,古英語 "cynd"(性質)。派生: kindness(カ́インドネス): 親切 / kindly(カ́インドリ): 親切に,"type(タ́イプ): 種類, gentle(ジェ́ントル): 優しい",性質,初級
king,キ́ング,王,古英語 "cyning"。派生: kingdom(キ́ングダム): 王国 / kingly(キ́ングリ): 王らしい,"queen(クウィ́ーン): 女王, ruler(ル́ーラー): 統治者",歴史,初級
kiss,キ́ス,キスする・キス,古英語 "cyssan"。派生: kisser(キ́サー): キスする人(口語) / blow a kiss(ブロ́ウアキ́ス): 投げキスする,"hug(ハ́グ): 抱きしめる, embrace(エンブレ́イス): 抱擁する",人間関係,初級
kitchen,キ́ッチン,台所,古英語 "cycene"。派生: kitchenette(キッチネ́ット): 簡易台所 / kitchen knife(キ́ッチンナイフ): 包丁,"cook(ク́ック): 料理する, dining(ダ́イニング): 食事",生活,初級
knee,ニ́ー,膝,古英語 "cnēo"。派生: kneel(ニ́ール): ひざまずく / kneecap(ニ́ーキャップ): 膝頭,"leg(レ́グ): 脚, joint(ジョ́イント): 関節",人体,初級
knife,ナ́イフ,ナイフ,古英語 "cnīf"。派生: pocket knife(ポ́ケットナイフ): 小刀 / knife-edge(ナ́イフエッジ): 刃先,"fork(フォ́ーク): フォーク, blade(ブレ́イド): 刃",生活,初級
knock,ノ́ック,ノックする・叩く,古英語 "cnocian"。派生: knocker(ノ́ッカー): ドアノッカー / knock out(ノ́ックア́ウト): ノックアウトする,"hit(ヒ́ット): 打つ, tap(タ́ップ): 軽く叩く",動作,初級
knowledge,ノ́リッジ,知識,中英語 "knowleche"。派生: knowledgeable(ノ́リッジャブル): 知識豊富な / common knowledge(コ́モンノ́リッジ): 常識,"information(インフォメ́イション): 情報, wisdom(ウィ́ズダム): 知恵",学習,初級
lack,ラ́ック,不足・欠く,中英語起源。派生: lacking(ラ́ッキング): 欠けている / lack of(ラ́ックオブ): 〜の不足,"shortage(ショ́ーテッジ): 不足, need(ニ́ード): 必要",状態,中級
lady,レ́イディ,貴婦人・女性,古英語 "hlǣfdige"(パンをこねる人)。派生: ladylike(レ́イディライク): 淑女らしい / landlady(ラ́ンドレイディ): 女性家主,"woman(ウ́マン): 女性, gentleman(ジェ́ントルマン): 紳士",人間関係,初級
lake,レ́イク,湖,ラテン語 "lacus"。派生: lakeside(レ́イクサイド): 湖畔 / lakeshore(レ́イクショア): 湖岸,"river(リ́バー): 川, pond(ポ́ンド): 池",地理,初級
land,ラ́ンド,陸地・着陸する,古英語 "land"。派生: landing(ラ́ンディング): 着陸 / landscape(ラ́ンドスケイプ): 風景,"ground(グラ́ウンド): 地面, soil(ソ́イル): 土",地理,初級
language,ラ́ングウィッジ,言語,ラテン語 "lingua"(舌)。派生: linguistic(リングウィ́スティック): 言語の / bilingual(バイリ́ンガル): 二か国語話者,"speech(スピ́ーチ): 話し言葉, word(ワ́ード): 単語",伝達,初級
large,ラ́ージ,大きい,ラテン語 "largus"(豊富な)。派生: largely(ラ́ージリ): 主に / enlarge(エンラ́ージ): 拡大する,"big(ビ́ッグ): 大きい, huge(ヒュ́ージ): 巨大な",形容,初級
last,ラ́スト,最後の・続く,古英語 "latost"(最も遅い)。派生: lastly(ラ́ストリ): 最後に / at last(アットラ́スト): ついに,"final(ファ́イナル): 最終の, endure(エンデュ́ア): 耐える",時間,初級
late,レ́イト,遅い・故,古英語 "læt"。派生: lately(レ́イトリ): 最近 / later(レ́イター): より遅く,"slow(スロ́ウ): 遅い, early(ア́ーリ): 早い",時間,初級
laugh,ラ́フ,笑う・笑い,古英語 "hlæhhan"。派生: laughter(ラ́フター): 笑い / laugh at(ラ́フア́ット): 〜を笑う,"smile(スマ́イル): 微笑む, chuckle(チャ́クル): くすくす笑う",感情,初級
law,ロ́ー,法律,古英語 "lagu"(置かれたもの)。派生: lawyer(ロ́イヤー): 弁護士 / lawful(ロ́ーフル): 合法的な,"rule(ル́ール): 規則, legal(リ́ーガル): 法的な",法律,中級
lay,レ́イ,置く・横たえる,古英語 "lecgan"。派生: layer(レ́イヤー): 層 / lay down(レ́イダ́ウン): 横になる,"put(プ́ット): 置く, place(プレ́イス): 配置する",動作,初級
lead,リ́ード,導く・鉛,古英語 "lǣdan"(導く) / "lead"(金属)。派生: leader(リ́ーダー): 指導者 / leading(リ́ーディング): 主要な,"guide(ガ́イド): 案内する, metal(メ́タル): 金属",動作,初級
leaf,リ́ーフ,葉,古英語 "lēaf"。派生: leafy(リ́ーフィ): 葉の茂った / leaflet(リ́ーフレット): 小冊子,"tree(トリ́ー): 木, branch(ブラ́ンチ): 枝",自然,初級
learn,ラ́ーン,学ぶ,古英語 "leornian"。派生: learner(ラ́ーナー): 学習者 / learning(ラ́ーニング): 学習,"study(スタ́ディ): 勉強する, acquire(アクワ́イア): 習得する",学習,初級
least,リ́ースト,最も少ない,古英語 "lǣsest"。派生: at least(アットリ́ースト): 少なくとも / not in the least(ノットインザリ́ースト): 少しも〜ない,"minimum(ミ́ニマム): 最小の, smallest(スモ́ーレスト): 最小の",程度,初級
leather,レ́ザー,革,古英語 "lether"。派生: leatherette(レザレ́ット): 合成皮革 / leather goods(レ́ザーグッズ): 革製品,"skin(スキ́ン): 皮, hide(ハ́イド): 皮革",生活,中級
leave,リ́ーヴ,去る・残す,古英語 "lǣfan"。派生: leave out(リ́ーヴア́ウト): 省く / leave behind(リ́ーヴビハ́インド): 置いていく,"depart(ディパ́ート): 出発する, remain(リメ́イン): 残る",動作,初級
lecture,レ́クチャー,講義・説教,ラテン語 "lectura"(読むこと)。派生: lecturer(レ́クチャラー): 講師 / lecture hall(レ́クチャーホール): 講義室,"speech(スピ́ーチ): 演説, lesson(レ́ッスン): 授業",教育,中級
left,レ́フト,左・残された,古英語 "left"(弱い)。派生: leftover(レ́フトオーバー): 残り物 / left-handed(レ́フトハ́ンデッド): 左利きの,"right(ラ́イト): 右, remain(リメ́イン): 残る",位置,初級
leg,レ́グ,脚,古ノルド語 "leggr"。派生: leggings(レ́ギングス): レギンス / legroom(レ́グルーム): 足元の空間,"foot(フ́ット): 足, knee(ニ́ー): 膝",人体,初級
lend,レ́ンド,貸す,古英語 "lǣnan"。派生: lender(レ́ンダー): 貸し手 / lend out(レ́ンドア́ウト): 貸し出す,"borrow(ボ́ロウ): 借りる, loan(ロ́ウン): 融資する",経済,初級
length,レ́ングス,長さ,古英語 "lengthu"。派生: lengthen(レ́ングスン): 長くする / lengthy(レ́ングシ): 長々しい,"distance(ディ́スタンス): 距離, width(ウィ́ッス): 幅",量,初級
less,レ́ス,より少ない,古英語 "læs"。派生: lessen(レ́スン): 減らす / unless(アンレ́ス): 〜でない限り,"fewer(フ́ューア): より少ない, more(モ́ア): より多い",程度,初級
lesson,レ́ッスン,授業・教訓,古仏語 "leçon"。派生: learn a lesson(ラ́ーンアレ́ッスン): 教訓を学ぶ / lesson plan(レ́ッスンプラン): 授業計画,"class(クラ́ス): 授業, study(スタ́ディ): 学習",教育,初級
letter,レ́ター,手紙・文字,ラテン語 "littera"。派生: letterbox(レ́ターボックス): 郵便受け / letter of recommendation(レ́タオブレコメンデ́イション): 推薦状,"mail(メ́イル): 郵便, character(キャ́ラクター): 文字",伝達,初級
level,レ́ベル,水準・平らな,ラテン語 "libella"(水準器)。派生: level off(レ́ベルオ́フ): 平らにする / sea level(スィ́ーレベル): 海面,"stage(ステ́イジ): 段階, standard(スタ́ンダード): 標準",概念,初級
library,ラ́イブラリ,図書館,ラテン語 "liber"(本)。派生: librarian(ライブレ́アリアン): 司書 / public library(パ́ブリックライブラリ): 公立図書館,"book(ブ́ック): 本, reading(リ́ーディング): 読書",教育,初級
license,ラ́イセンス,免許・許可,ラテン語 "licere"(許される)。派生: licensed(ラ́イセンスト): 認可された / license plate(ラ́イセンスプレート): ナンバープレート,"permit(パ́ーミット): 許可証, permission(パーミ́ッション): 許可",法律,中級
lie,ラ́イ,横たわる・嘘,古英語 "licgan"(横たわる) / "lyge"(嘘)。派生: liar(ラ́イアー): うそつき / tell a lie(テ́ルアライ): 嘘をつく,"rest(レ́スト): 休む, truth(トゥル́ース): 真実",動作,初級
life,ラ́イフ,人生・生命,古英語 "līf"。派生: lifetime(ラ́イフタイム): 生涯 / lifestyle(ラ́イフスタイル): 生活様式,"live(リ́ヴ): 生きる, death(デ́ス): 死",概念,初級
lift,リ́フト,持ち上げる・エレベーター,古ノルド語 "lypta"。派生: uplift(アップリ́フト): 持ち上げる / shoplifter(ショ́ップリフター): 万引き犯,"raise(レ́イズ): 上げる, elevator(エ́レベイター): エレベーター",動作,初級
light,ラ́イト,光・軽い,古英語 "lēoht"(光) / "līht"(軽い)。派生: lighting(ラ́イティング): 照明 / lighten(ラ́イトゥン): 明るくする,"bright(ブラ́イト): 明るい, heavy(ヘ́ヴィ): 重い",状態,初級
like,ラ́イク,好む・〜のような,古英語 "līcian"。派生: likely(ラ́イクリ): ありそうな / likeness(ラ́イクネス): 類似,"love(ラ́ヴ): 愛する, similar(シ́ミラー): 似た",感情,初級
limit,リ́ミット,制限・限界,ラテン語 "limes"(境界)。派生: limitation(リミテ́イション): 制限 / limited(リ́ミテッド): 限られた,"boundary(バ́ウンダリ): 境界, restrict(リストリ́クト): 制限する",概念,中級
line,ラ́イン,線・列,ラテン語 "linea"。派生: linear(リ́ニア): 線形の / online(オンラ́イン): オンライン,"row(ロ́ウ): 列, queue(キュ́ー): 列",位置,初級
lion,ラ́イオン,ライオン,ラテン語 "leo"。派生: lioness(ラ́イオネス): 雌ライオン / sea lion(スィ́ーライオン): アシカ,"tiger(タ́イガー): トラ, animal(ア́ニマル): 動物",生物,初級
lip,リ́ップ,唇,古英語 "lippa"。派生: lipstick(リ́ップスティック): 口紅 / upper lip(ア́ッパーリップ): 上唇,"mouth(マ́ウス): 口, kiss(キ́ス): キス",人体,初級
list,リ́スト,リスト・列挙する,イタリア語 "lista"(縁)。派生: listing(リ́スティング): 一覧 / to-do list(トゥドゥ́ーリスト): やることリスト,"catalog(カ́タログ): 目録, record(レコ́ード): 記録",手続き,初級
listen,リ́スン,聞く,古英語 "hlysnan"。派生: listener(リ́スナー): 聴取者 / listen to(リ́スントゥ): 〜を聞く,"hear(ヒ́ア): 聞こえる, pay attention(ペ́イアテ́ンション): 注意を払う",動作,初級
literature,リ́タラチャー,文学,ラテン語 "litteratura"(書くこと)。派生: literary(リ́タラリ): 文学の / literate(リ́タレット): 読み書きできる,"novel(ノ́ヴェル): 小説, writing(ラ́イティング): 著作",文化,中級
little,リ́トル,小さい・少し,古英語 "lȳtel"。派生: a little(アリ́トル): 少し / little by little(リ́トルバイリ́トル): 少しずつ,"small(スモ́ール): 小さい, few(フ́ュー): 少しの",程度,初級
live,リ́ヴ,生きる・住む,古英語 "libban"。派生: lively(ラ́イヴリ): 活気のある / living(リ́ヴィング): 生活,"exist(イグジ́スト): 存在する, reside(リザ́イド): 居住する",動作,初級
