語句,読み,意味,語源等解説,関連語,関連分野,難易度
acknowledge,アクノ́リッジ,認める・承認する,"古英語 ""oncnawan""(認識する)。派生: acknowledgment(アクノリッジメント): 承認 / acknowledge receipt(アクノリッジリスィート): 受領を確認する","admit(アドミ́ット): 認める, recognize(レ́カグナイズ): 認識する",人・社会,intermediate
acquaint,アクウェ́イント,知らせる・精通させる,"ラテン語 ""accognoscere""(知る)。派生: acquaintance(アクウェインタンス): 知人 / be acquainted with(ビーアクウェインティッドウィズ): 〜を知っている","familiarize(ファミ́リアライズ): 精通させる, inform(インフォ́ーム): 知らせる",人・社会,intermediate
acquaintance,アクウェ́インタンス,知人・知識,acquaint+ance。派生: make someone's acquaintance(メイクサムワンズアクウェインタンス): 〜と知り合いになる,"friend(フレ́ンド): 友人, contact(コ́ンタクト): 知り合い",人・社会,intermediate
acquire,アクワ́イア,獲得する・習得する,"ラテン語 ""acquirere""(得る)。派生: acquisition(アクウィジ́ション): 獲得 / acquired taste(アクワイアドテイスト): 後天的な好み","obtain(オブテ́イン): 得る, gain(ゲ́イン): 獲得する",人・社会,intermediate
acre,エ́イカー,エーカー(面積単位),"古英語 ""æcer""(畑)。派生: acreage(エイカリッジ): エーカー数","land(ラ́ンド): 土地, field(フィ́ールド): 畑",時間・数量,intermediate
activate,ア́クティヴェイト,活性化する・作動させる,active+ate。派生: activation(アクティヴェ́イション): 活性化,"trigger(トリ́ガー): 作動させる, energize(エ́ナジャイズ): 活気づける",人・社会,intermediate
actively,ア́クティヴリ,活発に・積極的に,active+ly。派生: actively participate(アクティヴリパーティシペイト): 積極的に参加する,"energetically(エナジェ́ティカリ): 精力的に, vigorously(ヴィ́ガラスリ): 活発に",時間・数量,intermediate
activity,アクティ́ヴィティ,活動・行動,active+ity。派生: outdoor activity(アウトドアアクティヴィティ): 屋外活動,"action(ア́クション): 行動, pursuit(パースー́ト): 活動",人・社会,intermediate
actor,ア́クター,俳優,act+or。派生: actress(ア́クトレス): 女優,"performer(パフォ́ーマー): 演技者, player(プレ́イヤー): 役者",人・社会,intermediate
actress,ア́クトレス,女優,act+ress。派生: leading actress(リーディングアクトレス): 主演女優,"performer(パフォ́ーマー): 演技者, star(スタ́ー): スター",人・社会,intermediate
actual,ア́クチュアル,実際の・現実の,"ラテン語 ""actualis""(実際の)。派生: actually(ア́クチュアリ): 実際は","real(リ́アル): 本当の, genuine(ジェ́ニュイン): 本物の",人・社会,intermediate
acute,アキュー́ト,鋭い・急性の,"ラテン語 ""acutus""(鋭い)。派生: acutely(アキュートリ): 激しく / acute angle(アキュートアングル): 鋭角","sharp(シャ́ープ): 鋭い, severe(シヴィ́ア): 厳しい",人・社会,intermediate
adapt,アダ́プト,適応する・改作する,"ラテン語 ""adaptare""(適合させる)。派生: adaptation(アダプテ́イション): 適応 / adapt to(アダプトトゥー): 〜に適応する","adjust(アジャ́スト): 調整する, modify(モ́ディファイ): 修正する",人・社会,intermediate
adaptation,アダプテ́イション,適応・改作,adapt+ation。派生: film adaptation(フィルムアダプテイション): 映画化,"adjustment(アジャ́ストメント): 調整, modification(モディフィケ́イション): 修正",人・社会,intermediate
addict,ア́ディクト,中毒者・熱中者,"ラテン語 ""addictus""(引き渡された)。派生: addicted(アディ́クティッド): 中毒の / addiction(アディ́クション): 中毒","dependent(ディペ́ンデント): 依存する, enthusiast(エンスー́ジアスト): 愛好家",人・社会,intermediate
addition,アディ́ション,追加・足し算,add+ition。派生: in addition to(イナディショントゥー): 〜に加えて,"extra(エ́クストラ): 追加, supplement(サ́プリメント): 補足",時間・数量,intermediate
additional,アディ́ショナル,追加の,addition+al。派生: additionally(アディショナリ): さらに,"extra(エ́クストラ): 余分な, supplementary(サプリメ́ンタリ): 補足の",人・社会,intermediate
address,アドレ́ス,住所・演説,"古フランス語 ""adrecier""(向ける)。派生: addressee(アドレスィ́ー): 宛先 / address a problem(アドレスアプロブレム): 問題に取り組む","speech(スピ́ーチ): 演説, location(ロウケ́イション): 所在地",言語基本,intermediate
adequate,ア́ディクウィット,適切な・十分な,"ラテン語 ""adaequatus""(等しくされた)。派生: adequately(アディクウィットリ): 十分に","sufficient(サフィ́シェント): 十分な, satisfactory(サティスファ́クトリ): 満足な",人・社会,intermediate
adhere,アドヒ́ア,固守する・付着する,"ラテン語 ""adhaerere""(くっつく)。派生: adherence(アドヒアランス): 固守 / adhere to(アドヒアトゥー): 〜を守る","stick(スティ́ック): くっつく, follow(フォ́ロウ): 従う",人・社会,intermediate
adjacent,アジェ́イセント,隣接した,"ラテン語 ""adjacere""(横たわる)。派生: adjacent to(アジェイセントトゥー): 〜に隣接した","neighboring(ネ́イバリング): 隣の, next(ネ́クスト): 次の",場所・移動,intermediate
adjective,ア́ジェクティヴ,形容詞,"ラテン語 ""adjectivum""(付加された)。派生: adjectival(アジェクタ́イヴァル): 形容詞の","modifier(モ́ディファイアー): 修飾語, describing word(ディスクライビングワード): 描写語",言語基本,intermediate
adjust,アジャ́スト,調整する・適応する,"古フランス語 ""ajuster""(正しくする)。派生: adjustment(アジャストメント): 調整 / adjust to(アジャストトゥー): 〜に適応する","adapt(アダ́プト): 適応する, regulate(レ́ギュレイト): 調整する",人・社会,intermediate
administer,アドミ́ニスター,管理する・執行する,"ラテン語 ""administrare""(奉仕する)。派生: administration(アドミニストレ́イション): 管理 / administer medicine(アドミニスターメディスン): 薬を投与する","manage(マ́ニッジ): 管理する, govern(ガ́ヴァン): 統治する",人・社会,intermediate
administration,アドミニストレ́イション,管理・政権,administer+ation。派生: public administration(パブリックアドミニストレイション): 行政,"management(マ́ニッジメント): 管理, government(ガ́ヴァンメント): 政府",人・社会,intermediate
admirable,ア́ドマラブル,立派な・称賛すべき,admire+able。派生: admirably(アドマラブリ): 立派に,"commendable(コメ́ンダブル): 称賛に値する, excellent(エ́クセレント): 優れた",人・社会,intermediate
admiral,ア́ドマラル,海軍大将,"アラビア語 ""amir""(司令官)。派生: rear admiral(リアアドマラル): 少将","commander(コマ́ンダー): 司令官, officer(オ́フィサー): 将校",人・社会,intermediate
admiration,アドマレ́イション,賞賛・感嘆,admire+ation。派生: in admiration(イナドマレイション): 感心して,"praise(プレ́イズ): 称賛, respect(レスペ́クト): 敬意",人・社会,intermediate
admission,アドミ́ッション,入場・入学,admit+sion。派生: admission fee(アドミッションフィー): 入場料 / admission ticket(アドミッションティケット): 入場券,"entrance(エ́ントランス): 入場, entry(エ́ントリ): 入ること",人・社会,intermediate
admit,アドミ́ット,認める・入れる,"ラテン語 ""admittere""(送り込む)。派生: admittedly(アドミッティッドリ): 確かに / admit to(アドミットトゥー): 〜を認める","acknowledge(アクノ́リッジ): 認める, confess(コンフェ́ス): 告白する",人・社会,intermediate
adolescent,アドレ́セント,青年期の・青年,"ラテン語 ""adolescere""(成長する)。派生: adolescence(アドレッセンス): 青年期","teenager(ティ́ーンエイジャー): 10代の若者, youth(ユ́ース): 若者",人・社会,intermediate
adopt,アド́プト,採用する・養子にする,"ラテン語 ""adoptare""(選ぶ)。派生: adoption(アド́プション): 採用 / adopted child(アドプティッドチャイルド): 養子","embrace(エンブレ́イス): 採用する, take up(テイクアップ): 始める",人・社会,intermediate
adore,アドー́ア,崇拝する・愛慕する,"ラテン語 ""adorare""(祈る)。派生: adoration(アドレ́イション): 崇拝","worship(ワ́ーシップ): 崇拝する, love(ラ́ヴ): 愛する",人・社会,intermediate
adorn,アド́ーン,飾る,"ラテン語 ""adornare""(装飾する)。派生: adornment(アドーンメント): 装飾","decorate(デ́カレイト): 飾る, embellish(エンベ́リシュ): 飾る",人・社会,intermediate
adult,アダ́ルト,成人・大人の,"ラテン語 ""adultus""(成長した)。派生: adulthood(アダルトフッド): 成人期","grown-up(グロ́ウンアップ): 大人, mature(マチュ́ア): 成熟した",人・社会,intermediate
advent,ア́ドヴェント,到来・出現,"ラテン語 ""adventus""(到着)。派生: the advent of(ジアドヴェントオブ): 〜の到来","arrival(アラ́イヴァル): 到着, coming(カ́ミング): 到来",日常生活,intermediate
advertise,ア́ドヴァタイズ,広告する,"古フランス語 ""advertir""(知らせる)。派生: advertisement(アドヴァータイズメント): 広告 / advertise for(アドヴァタイズフォー): 〜を募集広告する","promote(プロモ́ウト): 宣伝する, publicize(パ́ブリサイズ): 公表する",人・社会,intermediate
advertisement,アドヴァータイズメント,広告,advertise+ment。派生: TV advertisement(ティーヴィーアドヴァータイズメント): テレビ広告,"commercial(コマ́ーシャル): 広告, promotion(プロモ́ウション): 宣伝",言語基本,intermediate
adviser,アドヴァ́イザー,助言者・顧問,advise+er。派生: financial adviser(ファイナンシャルアドヴァイザー): 財務顧問,"counselor(カ́ウンセラー): 相談役, consultant(コンサ́ルタント): コンサルタント",人・社会,intermediate
advocate,ア́ドヴォケイト,主張する・提唱者,"ラテン語 ""advocatus""(呼び寄せられた者)。派生: advocacy(アドヴォカシ): 擁護","support(サポ́ート): 支持する, promote(プロモ́ウト): 推進する",人・社会,intermediate
aerial,エ́アリアル,空中の・アンテナ,"ラテン語 ""aerius""(空気の)。派生: aerial view(エアリアルヴュー): 空中からの眺め","airborne(エ́アボーン): 空中の, antenna(アンテ́ナ): アンテナ",場所・移動,intermediate
aesthetic,エステ́ティック,美的な・美学の,"ギリシャ語 ""aisthetikos""(感覚の)。派生: aesthetics(エステティックス): 美学 / aesthetic sense(エステティックセンス): 美的感覚","artistic(アーティ́スティック): 芸術的な, beautiful(ビュ́ーティフル): 美しい",人・社会,intermediate
affair,アフェ́ア,事柄・出来事,"古フランス語 ""afaire""(すべきこと)。派生: foreign affairs(フォーリンアフェアズ): 外交問題 / love affair(ラヴアフェア): 情事","matter(マ́ター): 事柄, business(ビ́ズニス): 仕事",日常生活,intermediate
affect,アフェ́クト,影響する・感動させる,"ラテン語 ""afficere""(作用する)。派生: affected(アフェクティッド): 影響を受けた / affection(アフェクション): 愛情","influence(イ́ンフルエンス): 影響する, impact(インパ́クト): 影響を与える",人・社会,intermediate
affection,アフェ́クション,愛情・好意,affect+ion。派生: affectionate(アフェクショニット): 愛情深い,"love(ラ́ヴ): 愛, fondness(フォ́ンドネス): 好意",人・社会,intermediate
affection​ate,アフェ́クショニット,愛情深い,affection+ate。派生: affectionately(アフェクショニットリ): 愛情を込めて,"loving(ラ́ヴィング): 愛情のある, tender(テ́ンダー): 優しい",人・社会,intermediate
affirm,アファ́ーム,断言する・肯定する,"ラテン語 ""affirmare""(強める)。派生: affirmation(アファーメ́イション): 断言 / affirmative(アファーマティヴ): 肯定的な","assert(アサ́ート): 断言する, declare(ディクレ́ア): 宣言する",人・社会,intermediate
afflict,アフリ́クト,苦しめる・悩ます,"ラテン語 ""affligere""(打ちつける)。派生: affliction(アフリクション): 苦悩 / be afflicted with(ビーアフリクティッドウィズ): 〜に苦しむ","torment(ト́ーメント): 苦しめる, trouble(トラ́ブル): 悩ます",人・社会,intermediate
affluent,ア́フルエント,裕福な・豊富な,"ラテン語 ""affluere""(流れ込む)。派生: affluence(アフルエンス): 豊富","wealthy(ウェ́ルシ): 裕福な, prosperous(プロ́スペラス): 繁栄した",人・社会,intermediate
afford,アフォ́ード,〜する余裕がある,"古英語 ""geforþian""(達成する)。派生: affordable(アフォーダブル): 手頃な / can afford(キャンアフォード): 〜する余裕がある","provide(プロヴァ́イド): 提供する, manage(マ́ニッジ): やりくりする",人・社会,intermediate
afloat,アフロ́ウト,浮かんで・経営が続いて,a+float。派生: stay afloat(ステイアフロウト): 持ちこたえる,"floating(フロ́ウティング): 浮いている, buoyant(ボ́イアント): 浮力のある",人・社会,intermediate
afterward,ア́フターワード,後で・その後,after+ward。派生: afterwards(アフターワーズ): その後,"later(レ́イター): 後で, subsequently(サ́ブシクウェントリ): その後",時間・数量,intermediate
agent,エ́イジェント,代理人・仲介者,"ラテン語 ""agens""(行う者)。派生: agency(エイジェンシ): 代理店 / secret agent(スィークレットエイジェント): 諜報員","representative(レプリゼ́ンタティヴ): 代表者, broker(ブロ́ウカー): 仲介人",人・社会,intermediate
aggravate,ア́グラヴェイト,悪化させる・いらいらさせる,"ラテン語 ""aggravare""(重くする)。派生: aggravation(アグラヴェイション): 悪化","worsen(ワ́ースン): 悪化させる, irritate(イ́リテイト): いらいらさせる",人・社会,intermediate
aggregate,ア́グリゲイト,集合体・総計,"ラテン語 ""aggregare""(群れにする)。派生: aggregation(アグリゲイション): 集合 / in the aggregate(インジアグリゲイト): 総計で","total(トー́タル): 合計, sum(サ́ム): 総計",言語基本,intermediate
aggressive,アグレ́シヴ,攻撃的な・積極的な,"ラテン語 ""aggressus""(攻撃した)。派生: aggressively(アグレシヴリ): 攻撃的に / aggression(アグレション): 攻撃","hostile(ホ́スタイル): 敵対的な, assertive(アサ́ーティヴ): 断定的な",人・社会,intermediate
agitate,ア́ジテイト,動揺させる・扇動する,"ラテン語 ""agitare""(動かす)。派生: agitation(アジテ́イション): 動揺 / agitated(アジテイティッド): 動揺した","disturb(ディスタ́ーブ): 動揺させる, stir up(スターアップ): かき立てる",人・社会,intermediate
agony,ア́ガニ,苦悩・激痛,"ギリシャ語 ""agonia""(闘争)。派生: agonize(ア́ガナイズ): 苦悶する / in agony(イナガニ): 苦痛で","pain(ペ́イン): 痛み, torment(ト́ーメント): 苦痛",人・社会,intermediate
agreeable,アグリ́ーアブル,快い・同意できる,agree+able。派生: agreeably(アグリーアブリ): 快く,"pleasant(プレ́ザント): 快い, acceptable(アクセ́プタブル): 受け入れられる",人・社会,intermediate
agricultural,アグリカ́ルチャラル,農業の,agriculture+al。派生: agricultural products(アグリカルチャラルプロダクツ): 農産物,"farming(ファ́ーミング): 農業の, rural(ルー́ラル): 田舎の",学校・学習,intermediate
agriculture,ア́グリカルチャー,農業,"ラテン語 ""agricultura""(耕作)。派生: agricultural(アグリカルチャラル): 農業の","farming(ファ́ーミング): 農業, cultivation(カルティヴェ́イション): 耕作",学校・学習,intermediate
aisle,ア́イル,通路,"ラテン語 ""ala""(翼)。派生: aisle seat(アイルスィート): 通路側の席","passage(パ́シッジ): 通路, corridor(コ́リダー): 廊下",場所・移動,intermediate
alarm,アラ́ーム,警報・驚かす,"イタリア語 ""all'arme""(武器へ)。派生: alarming(アラーミング): 驚くべき / alarm clock(アラームクロック): 目覚まし時計","alert(アラ́ート): 警報, warning(ウォ́ーニング): 警告",言語基本,intermediate
alas,アラ́ス,ああ・悲しいかな,"古フランス語 ""ha las""(ああ疲れた)。派生: alas for(アラスフォー): 〜は気の毒だ","unfortunately(アンフォ́ーチュニットリ): 残念ながら, sadly(サ́ッドリ): 悲しいことに",言語基本,intermediate
album,ア́ルバム,アルバム,"ラテン語 ""album""(白い板)。派生: photo album(フォウトウアルバム): 写真アルバム","collection(コレ́クション): コレクション, record(レ́コード): レコード",日常生活,intermediate
alert,アラ́ート,警戒した・警報,"イタリア語 ""all'erta""(見張りへ)。派生: alertness(アラートネス): 警戒 / on the alert(オンジアラート): 警戒して","watchful(ウォ́ッチフル): 用心深い, vigilant(ヴィ́ジラント): 警戒している",人・社会,intermediate
algebra,ア́ルジブラ,代数学,"アラビア語 ""al-jabr""(再結合)。派生: algebraic(アルジブレ́イック): 代数の","mathematics(マスィマ́ティックス): 数学, equation(イクウェ́イション): 方程式",学校・学習,intermediate
alien,エ́イリアン,外国人・宇宙人,"ラテン語 ""alienus""(他人の)。派生: alienate(エイリエネイト): 疎外する","foreigner(フォ́リナー): 外国人, stranger(ストレ́インジャー): よそ者",人・社会,intermediate
align,アラ́イン,整列させる・連携する,"古フランス語 ""aligner""(一直線にする)。派生: alignment(アラインメント): 整列 / align with(アラインウィズ): 〜と連携する","line up(ラインアップ): 並べる, arrange(アレ́インジ): 配列する",人・社会,intermediate
alike,アラ́イク,似ている・同様に,"古英語 ""gelic""(似た)。派生: look alike(ルックアライク): 似ている","similar(シ́ミラー): 似た, identical(アイデ́ンティカル): 同一の",人・社会,intermediate
alive,アラ́イヴ,生きている,"古英語 ""on life""(生命において)。派生: stay alive(ステイアライヴ): 生き続ける / come alive(カムアライヴ): 生き生きする","living(リ́ヴィング): 生きている, active(ア́クティヴ): 活発な",人・社会,intermediate
allege,アレ́ッジ,主張する・申し立てる,"ラテン語 ""allegare""(派遣する)。派生: alleged(アレッジド): 疑惑の / allegation(アレゲイション): 申し立て","claim(クレ́イム): 主張する, assert(アサ́ート): 断言する",人・社会,intermediate
allergic,アラ́ージック,アレルギーの,allergy+ic。派生: be allergic to(ビーアラージックトゥー): 〜にアレルギーがある,"sensitive(セ́ンシティヴ): 敏感な, hypersensitive(ハイパーセンシティヴ): 過敏な",人・社会,intermediate
allergy,ア́ラージ,アレルギー,"ギリシャ語 ""allos""(他の)+ergon(働き)。派生: allergic(アラージック): アレルギーの / food allergy(フードアラージ): 食物アレルギー","reaction(リア́クション): 反応, sensitivity(センシティ́ヴィティ): 過敏症",食・健康,intermediate
alleviate,アリ́ーヴィエイト,軽減する・和らげる,"ラテン語 ""alleviare""(軽くする)。派生: alleviation(アリーヴィエイション): 軽減","relieve(リリ́ーヴ): 和らげる, ease(イ́ーズ): 楽にする",人・社会,intermediate
alliance,アラ́イアンス,同盟・連合,"古フランス語 ""alier""(結びつける)。派生: allied(アラ́イド): 同盟した / form an alliance(フォームアンアライアンス): 同盟を結ぶ","coalition(コウアリ́ッション): 連合, partnership(パ́ートナーシップ): 提携",人・社会,intermediate
allocate,ア́ロケイト,割り当てる・配分する,"ラテン語 ""allocare""(配置する)。派生: allocation(アロケ́イション): 配分","assign(アサ́イン): 割り当てる, distribute(ディストリ́ビュート): 分配する",人・社会,intermediate
allowance,アラ́ウアンス,手当・小遣い,allow+ance。派生: make allowance for(メイクアラウアンスフォー): 〜を考慮する,"subsidy(サ́ブシディ): 補助金, grant(グラ́ント): 給付金",人・社会,intermediate
alloy,ア́ロイ,合金,"古フランス語 ""aloier""(結合する)。派生: steel alloy(スティールアロイ): 鋼合金","mixture(ミ́クスチャー): 混合物, blend(ブレ́ンド): 混合",日常生活,intermediate
ally,アラ́イ,同盟国・味方,"古フランス語 ""alier""(結びつける)。派生: allied(アライド): 同盟した","partner(パ́ートナー): パートナー, supporter(サポ́ーター): 支持者",人・社会,intermediate
alphabet,ア́ルファベット,アルファベット,ギリシャ語 alpha+beta(最初の2文字)。派生: alphabetical(アルファベ́ティカル): アルファベット順の,"letters(レ́ターズ): 文字, ABC(エイビースィー): アルファベット",言語基本,intermediate
alter,オ́ールター,変える・改める,"ラテン語 ""alter""(他の)。派生: alteration(オールタレ́イション): 変更 / alter ego(オールターエゴウ): 分身","change(チェ́インジ): 変える, modify(モ́ディファイ): 修正する",人・社会,intermediate
alternate,オ́ールタネイト,交互の・交代する,"ラテン語 ""alternare""(交互にする)。派生: alternately(オールタネイトリ): 交互に / alternative(オールタナティヴ): 代わりの","rotate(ロー́テイト): 交代する, substitute(サ́ブスティテュート): 代わりの",人・社会,intermediate
alternative,オールタ́ーナティヴ,代わりの・選択肢,alternate+ive。派生: alternatively(オールタナティヴリ): あるいは,"option(オ́プション): 選択肢, choice(チョ́イス): 選択",言語基本,intermediate
altitude,ア́ルティテュード,高度・標高,"ラテン語 ""altitudo""(高さ)。派生: high altitude(ハイアルティテュード): 高高度","height(ハ́イト): 高さ, elevation(エレヴェ́イション): 標高",時間・数量,intermediate
altogether,オールトゥゲ́ザー,完全に・全部で,all+together。派生: not altogether(ノットオールトゥゲザー): まったく〜というわけではない,"completely(コンプリ́ートリ): 完全に, entirely(エンタ́イアリ): 全く",時間・数量,intermediate
aluminum,アルー́ミナム,アルミニウム,"ラテン語 ""alumen""(明礬)。派生: aluminum foil(アルーミナムフォイル): アルミホイル","metal(メ́タル): 金属, alloy(ア́ロイ): 合金",日常生活,intermediate
amateur,ア́マチュア,アマチュア・素人,"フランス語 ""amateur""(愛好者)。派生: amateurish(アマチュアリッシュ): 素人くさい","nonprofessional(ノンプロフェ́ッショナル): 非専門家, beginner(ビギ́ナー): 初心者",人・社会,intermediate
amaze,アメ́イズ,驚かす,"古英語 ""amasian""(混乱させる)。派生: amazed(アメイズド): 驚いた / amazement(アメイズメント): 驚き","astonish(アスト́ニシュ): 驚かす, surprise(サープラ́イズ): 驚かす",人・社会,intermediate
ambassador,アンバ́サダー,大使,"ラテン語 ""ambactus""(召使い)。派生: ambassadorial(アンバサドー́リアル): 大使の","diplomat(ディ́プロマット): 外交官, envoy(エ́ンヴォイ): 使節",人・社会,intermediate
ambiguous,アンビ́ギュアス,あいまいな・多義的な,"ラテン語 ""ambiguus""(さまよう)。派生: ambiguity(アンビギュ́イティ): あいまいさ","vague(ヴェ́イグ): あいまいな, unclear(アンクリ́ア): 不明瞭な",人・社会,intermediate
ambition,アンビ́ション,野心・大望,"ラテン語 ""ambitio""(名誉心)。派生: ambitious(アンビシャス): 野心的な","aspiration(アスパレ́イション): 大志, goal(ゴ́ウル): 目標",人・社会,intermediate
ambulance,ア́ンビュランス,救急車,"ラテン語 ""ambulare""(歩く)。派生: ambulance crew(アンビュランスクルー): 救急隊","emergency vehicle(イマージェンシヴィーイクル): 緊急車両, paramedic(パラメ́ディック): 救急隊員",場所・移動,intermediate
amend,アメ́ンド,修正する・改正する,"ラテン語 ""emendare""(誤りを直す)。派生: amendment(アメンドメント): 修正 / amend the law(アメンドザロー): 法律を改正する","revise(リヴァ́イズ): 改訂する, correct(コレ́クト): 訂正する",人・社会,intermediate
amid,アミ́ッド,〜の中で,"古英語 ""on middan""(真ん中に)。派生: amidst(アミ́ッドスト): 〜の中で","among(アマ́ング): 〜の間に, in the midst of(インザミッドストオブ): 〜のただ中で",場所・移動,intermediate
ammunition,アミュニ́ション,弾薬,"フランス語 ""la munition""(軍需品)。派生: live ammunition(ライヴアミュニション): 実弾","bullets(ブ́リッツ): 弾丸, explosives(イクスプロ́ウシヴズ): 爆発物",人・社会,intermediate
ample,ア́ンプル,十分な・豊富な,"ラテン語 ""amplus""(広い)。派生: amply(アンプリ): 十分に","abundant(アバ́ンダント): 豊富な, plentiful(プレ́ンティフル): 豊富な",人・社会,intermediate
amplify,ア́ンプリファイ,増幅する・拡大する,"ラテン語 ""amplificare""(拡大する)。派生: amplification(アンプリフィケ́イション): 増幅 / amplifier(アンプリファイアー): 増幅器","enlarge(エンラ́ージ): 拡大する, expand(イクスパ́ンド): 拡張する",人・社会,intermediate
amuse,アミュ́ーズ,楽しませる・面白がらせる,"古フランス語 ""amuser""(ぼんやりさせる)。派生: amusement(アミューズメント): 娯楽 / amused(アミューズド): 面白がった","entertain(エンタテ́イン): 楽しませる, delight(ディラ́イト): 喜ばせる",人・社会,intermediate
amusement,アミュ́ーズメント,娯楽・楽しみ,amuse+ment。派生: amusement park(アミューズメントパーク): 遊園地,"entertainment(エンタテ́インメント): 娯楽, recreation(レクリエ́イション): レクリエーション",人・社会,intermediate
analogy,アナ́ロジ,類似・類推,"ギリシャ語 ""analogia""(比例)。派生: analogous(アナ́ロガス): 類似した / by analogy(バイアナロジ): 類推によって","similarity(シミラ́リティ): 類似, comparison(コンパ́リスン): 比較",人・社会,intermediate
analysis,アナ́リシス,分析,"ギリシャ語 ""analysis""(分解)。派生: analyze(ア́ナライズ): 分析する / analytical(アナリ́ティカル): 分析的な","examination(イグザミネ́イション): 調査, study(スタ́ディ): 研究",人・社会,intermediate
analyze,ア́ナライズ,分析する,analysis+ize。派生: analyzer(アナライザー): 分析器 / analyze data(アナライズデータ): データを分析する,"examine(イグザ́ミン): 調査する, study(スタ́ディ): 研究する",人・社会,intermediate
ancestor,ア́ンセスター,祖先,"ラテン語 ""antecessor""(先行者)。派生: ancestral(アンセ́ストラル): 祖先の","forefather(フォ́ーファーザー): 先祖, predecessor(プレ́ディセサー): 前任者",人・社会,intermediate
anchor,ア́ンカー,いかり・固定する,"ラテン語 ""ancora""(いかり)。派生: anchorage(アンカリッジ): 停泊地 / drop anchor(ドロップアンカー): いかりを下ろす","secure(セキュ́ア): 固定する, fasten(ファ́スン): 留める",日常生活,intermediate
ancient,エ́インシェント,古代の・古い,"ラテン語 ""antiquus""(古い)。派生: anciently(エインシェントリ): 古代に","old(オ́ウルド): 古い, antique(アンティ́ーク): 古代の",人・社会,intermediate
anew,アニュ́ー,新たに・改めて,a+new。派生: begin anew(ビギンアニュー): 新たに始める,"again(アゲ́イン): 再び, afresh(アフレ́シュ): 新たに",時間・数量,intermediate
angel,エ́インジェル,天使,"ギリシャ語 ""angelos""(使者)。派生: angelic(アンジェ́リック): 天使のような","divine being(ディヴァインビーイング): 神的存在, messenger(メ́センジャー): 使者",日常生活,intermediate
angle,ア́ングル,角度・観点,"ラテン語 ""angulus""(角)。派生: angled(アングルド): 角度のついた / from every angle(フロムエヴリアングル): あらゆる角度から","corner(コ́ーナー): 角, perspective(パースペ́クティヴ): 観点",時間・数量,intermediate
anguish,ア́ングウィシュ,苦悩・苦痛,"ラテン語 ""angustia""(狭さ)。派生: anguished(アングウィシュト): 苦悩した","agony(ア́ガニ): 苦悩, distress(ディストレ́ス): 苦痛",人・社会,intermediate
animate,ア́ニメイト,生命を与える・活気づける,"ラテン語 ""animare""(生命を与える)。派生: animated(アニメイティッド): 活気のある / animation(アニメ́イション): アニメーション","enliven(エンラ́イヴン): 活気づける, vivify(ヴィ́ヴィファイ): 活性化する",人・社会,intermediate
ankle,ア́ンクル,足首,"古英語 ""ancleow""。派生: ankle joint(アンクルジョイント): 足首の関節 / sprain one's ankle(スプレインワンズアンクル): 足首を捻挫する","foot(フッ́ト): 足, joint(ジョ́イント): 関節",食・健康,intermediate
anniversary,アニヴァ́ーサリ,記念日,"ラテン語 ""anniversarius""(毎年の)。派生: wedding anniversary(ウェディングアニヴァーサリ): 結婚記念日","commemoration(コメモレ́イション): 記念, celebration(セレブレ́イション): 祝賀",時間・数量,intermediate
announce,アナ́ウンス,発表する・知らせる,"ラテン語 ""annuntiare""(報告する)。派生: announcement(アナウンスメント): 発表 / announcer(アナウンサー): アナウンサー","declare(ディクレ́ア): 宣言する, proclaim(プロクレ́イム): 公表する",人・社会,intermediate
annoy,アノ́イ,いらいらさせる,"古フランス語 ""anoier""(迷惑をかける)。派生: annoyance(アノイアンス): いらだち / annoyed(アノイド): いらいらした","irritate(イ́リテイト): いらいらさせる, bother(ボ́ザー): 悩ます",人・社会,intermediate
annual,ア́ニュアル,年1回の・年次の,"ラテン語 ""annualis""(年の)。派生: annually(アニュアリ): 毎年","yearly(イ́アリ): 毎年の, per year(パーイア): 年当たり",時間・数量,intermediate
anonymous,アノ́ニマス,匿名の,"ギリシャ語 ""anonymos""(名前のない)。派生: anonymity(アノニ́ミティ): 匿名性 / anonymously(アノニマスリ): 匿名で","unnamed(アンネ́イムド): 名前のない, unknown(アンノ́ウン): 未知の",人・社会,intermediate
ant,ア́ント,アリ,"古英語 ""æmette""。派生: anthill(ア́ントヒル): アリ塚","insect(イ́ンセクト): 昆虫, colony(コ́ロニ): コロニー",自然・環境,intermediate
anticipate,アンティ́シペイト,予期する・期待する,"ラテン語 ""anticipare""(事前につかむ)。派生: anticipation(アンティシペ́イション): 予期 / in anticipation of(イナンティシペイションオブ): 〜を予期して","expect(イクスペ́クト): 予期する, foresee(フォースィ́ー): 予見する",人・社会,intermediate
antique,アンティ́ーク,骨董品・古代の,"ラテン語 ""antiquus""(古い)。派生: antiquity(アンティ́クウィティ): 古代","ancient(エインシェント): 古代の, old(オウルド): 古い",日常生活,intermediate
anxiety,アンザ́イエティ,不安・心配,"ラテン語 ""anxietas""(苦悩)。派生: anxious(ア́ンクシャス): 不安な","worry(ワ́リ): 心配, concern(コンサ́ーン): 懸念",人・社会,intermediate
